cellid,beta,p,aligned_to,start,end,R_squared
18931,1.05288938415758,0.29544728395944,3,-0.5,0,0.0128741654554845
18933,0.190171052816587,0.849639438855765,1,0,0.5,0.00042528998475988
18933,2.59313938066925,0.0112381077202896,1,0.5,1,0.0882885248685623
18933,0.934233590387237,0.352893426835075,3,-0.5,0,0.339073469486858
18935,1.16346385539394,0.24797521881971,1,0,0.5,0.0156756335362871
18935,1.5944040033188,0.114646690848783,1,0.5,1,0.0290388673017112
18935,-0.797711151053339,0.427314471349744,3,-0.5,0,0.00743075962405992
18937,-0.172228016084112,0.863677531466526,1,0,0.5,0.000348848727088957
18937,4.43230296658426,2.83047171716276e-05,1,0.5,1,0.187732347154536
18937,-0.317679596387122,0.751525829124582,3,-0.5,0,0.798756178220406
18939,-1.0506249381377,0.296480280450604,1,0,0.5,0.0128195572907482
18939,-1.0520106088876,0.295847872499157,1,0.5,1,0.012852960140228
18939,3.12770838429766,0.00242985188064843,3,-0.5,0,0.103210545952009
18941,1.04673669815072,0.298259753331065,1,0,0.5,0.0127260508175585
18941,2.33311459589048,0.0220622728475321,1,0.5,1,0.0601859537577467
18941,0.0748230304067165,0.940535561859956,3,-0.5,0,0.302252024675457
18945,1.87397399396953,0.0644527200876234,1,0,0.5,0.0396758328484033
18945,-0.776148519733129,0.439867410486298,1,0.5,1,0.00703726155771367
18945,0.592160440193025,0.555352870374647,3,-0.5,0,0.00410839250257289
18947,-0.0304667284885732,0.975767969465432,1,0,0.5,1.09201342175513e-05
18947,-1.04491937946611,0.29909394409214,1,0.5,1,0.20905743092214
18947,-0.141215605701338,0.888041799457599,3,-0.5,0,0.000234554939233078
18953,1.5366718728425,0.12817724284288,1,0,0.5,0.0270298039403554
18953,3.11196772464618,0.00254871572129497,1,0.5,1,0.289028007911842
18953,2.07882106980231,0.0407216710270308,3,-0.5,0,0.0483813771986655
18955,1.12327286311634,0.264560185401339,1,0,0.5,0.014626900603403
18955,1.4230435509314,0.158471455004926,1,0.5,1,0.0232697697875692
18955,0.441975389116856,0.659656479016101,3,-0.5,0,0.00229287469758843
18957,0.799047970761334,0.426543282878122,1,0,0.5,0.00745549987606997
18957,2.6361247453228,0.0100066269621176,1,0.5,1,0.27744548930583
18957,2.2883271345696,0.0246607571186253,3,-0.5,0,0.0580302260642838
18959,0.163922446639806,0.870190711167742,1,0,0.5,0.000316024432426176
18959,0.861204778375598,0.391606392580224,1,0.5,1,0.00865009555503804
18959,0.764779441934678,0.446571900614799,3,-0.5,0,0.00683400552647817
18961,0.822664062488406,0.41305631628636,1,0,0.5,0.00789917863445677
18961,1.48303299482956,0.141852956936925,1,0.5,1,0.02522250376817
18961,-0.825085551124847,0.411688107936165,3,-0.5,0,0.00794537907551729
18963,0.86992459640596,0.386850517346179,1,0,0.5,0.0088245955857631
18963,-0.868872260227396,0.387422561096693,1,0.5,1,0.00880344634788011
18963,-0.206678308446358,0.836767276291631,3,-0.5,0,0.367074407972425
18965,0.497780636516962,0.61995497328453,1,0,0.5,0.0029066510110195
18965,0.671932260501628,0.503492908598041,1,0.5,1,0.0052836170211783
18965,-0.475042745941284,0.636004186666832,3,-0.5,0,0.00264785975979176
18967,-0.651430917646725,0.516568025143975,1,0,0.5,0.00496769574084133
18967,1.22213597670526,0.225115650243299,1,0.5,1,0.0172685153964435
18967,0.185705466181376,0.853128829374699,3,-0.5,0,0.000405559221686724
18969,-1.10603919887088,0.271905115131038,1,0,0.5,0.0141878400297953
18969,-0.77396411909919,0.441150996724809,1,0.5,1,0.00699798262235174
18969,-1.14510193725076,0.255458145113934,3,-0.5,0,0.0151922063273504
18971,0.294973019171671,0.768751061947425,1,0,0.5,0.00102258949959511
18971,-0.633641827170034,0.528056894961045,1,0.5,1,0.00470134547871615
18971,-0.339029533478315,0.735443743526633,3,-0.5,0,0.00135042124434226
18973,-0.759971738018506,0.44942478716726,1,0,0.5,0.00674893117478759
18973,-1.51428751139613,0.133751893853423,1,0.5,1,0.337786840117825
18973,-1.86691516874254,0.065444175029035,3,-0.5,0,0.377378564883757
18975,-1.60265138099596,0.11281074011045,1,0,0.5,0.0293312286931869
18975,-1.26816714362463,0.208283976613197,1,0.5,1,0.0185692234063962
18975,-0.822808951966263,0.412974372645778,3,-0.5,0,0.00790193933369765
18977,0.0176860692799729,0.985931740006868,1,0,0.5,3.67995171179913e-06
18977,3.86302513193085,0.000221184298583363,1,0.5,1,0.149344682108269
18977,-0.566675412948898,0.572463974367544,3,-0.5,0,0.114453038402648
18979,-0.477206615913682,0.634469174698511,1,0,0.5,0.0026719726613329
18979,1.02486046662685,0.308406729688227,1,0.5,1,0.0122060992269524
18979,-1.70279109968961,0.092349484652599,3,-0.5,0,0.0329865085772479
18981,-0.374411461238816,0.70905308597849,1,0,0.5,0.00164650739305405
18981,3.90735277502859,0.000189572635927236,1,0.5,1,0.152266886737908
18981,0.95664327013191,0.341525516089411,3,-0.5,0,0.0106519766556701
18983,-0.806988369421913,0.421979660773819,1,0,0.5,0.00760327932997318
18983,-0.135814060904384,0.892297131584061,1,0.5,1,0.000216958320511829
18983,2.35009997766197,0.0211420994171988,3,-0.5,0,0.0610118062940543
18985,-0.865340979804222,0.389345978902631,1,0,0.5,0.00873265725280992
18985,2.01199766822853,0.047463868323697,1,0.5,1,0.0454600720651838
18985,-0.513328191074582,0.609085492062542,3,-0.5,0,0.0030904878843695
18987,-1.39901393474196,0.165534716267596,1,0,0.5,0.0225080739664255
18987,3.38168302089257,0.00110074375989744,1,0.5,1,0.118584409722347
18987,-1.49187994576356,0.139521847961423,3,-0.5,0,0.02551662669689
18989,-0.707040063827646,0.481521969384836,1,0,0.5,0.00584685618125647
18989,-0.0259785394198394,0.979336814641414,1,0.5,1,7.93975472901387e-06
18989,0.662397637794979,0.50955157769501,3,-0.5,0,0.00513549793984802
18991,-1.5497327854595,0.125010472769514,1,0,0.5,0.0274785557237135
18991,-0.151864913265439,0.879662017541325,1,0.5,1,0.00027125524628735
18991,1.2311225885831,0.221754176590633,3,-0.5,0,0.0772478454443449
18993,0.872836495663039,0.385270362525152,1,0,0.5,0.00888324593597967
18993,2.43542401092443,0.0170158616790905,1,0.5,1,0.0652282630722303
18993,1.41804333847295,0.159921747924408,3,-0.5,0,0.0231103015451894
18995,-0.85876134236083,0.392945520613659,1,0,0.5,0.00860150216889843
18995,0.778514908306635,0.438479350812143,1,0.5,1,0.00707993431987375
18995,1.11483962105062,0.268136827398364,3,-0.5,0,0.0144112483549328
18999,-0.838414265897923,0.40420614907682,1,0,0.5,0.00820203476937786
18999,1.8445241767241,0.0686742078402965,1,0.5,1,0.0384862228099909
18999,0.11174805135166,0.911292983502745,3,-0.5,0,0.00014689167826365
19003,1.03266652180156,0.304759639789717,1,0,0.5,0.0123904350995281
19003,-1.06312060975637,0.290810612556405,1,0.5,1,0.0131222857624546
19003,0.656317016041703,0.513435641191293,3,-0.5,0,0.1501802401784
19005,0.838211860874909,0.404319144415069,1,0,0.5,0.00819810753577244
19005,0.412368511090239,0.681132512927973,1,0.5,1,0.00199656796436443
19005,1.5417462062326,0.126939449355225,3,-0.5,0,0.0272037477985042
19011,-1.28035362761566,0.203987434523729,1,0,0.5,0.0189210359427269
19011,-2.18976011649288,0.0313482743575208,1,0.5,1,0.053399930191511
19011,-1.18244491419237,0.240405526996639,3,-0.5,0,0.0161829339487718
19013,-1.39951818968972,0.16538405765515,1,0,0.5,0.0225239368029623
19013,-0.520634270263489,0.60400771161487,1,0.5,1,0.00317880466403175
19013,-2.2367044971773,0.0279874963755217,3,-0.5,0,0.0555854306171617
19019,-1.10462191788667,0.272515421125114,1,0,0.5,0.0141520169162073
19019,-0.485495576349845,0.628603971279897,1,0.5,1,0.00276534290430652
19019,1.44083576751524,0.153393020359716,3,-0.5,0,0.0238413285539023
19021,1.03349318117414,0.304375127465013,1,0,0.5,0.0124100340814194
19021,0.45564247038733,0.649836923190829,1,0.5,1,0.00243652017316853
19021,0.937012713451095,0.351470546865021,3,-0.5,0,0.0102237231715046
19023,-0.45105078731501,0.653129174066072,1,0,0.5,0.00238777679011781
19023,0.625096924193845,0.53362228741302,1,0.5,1,0.00457597786864672
19023,-0.313752012548557,0.754496572136151,3,-0.5,0,0.131288712135758
19027,1.8420004972357,0.0690464901799868,1,0,0.5,0.0383850207976083
19027,0.796187571036269,0.428194406284265,1,0.5,1,0.154334172221792
19027,-1.22742787387375,0.223131739403877,3,-0.5,0,0.0174157757681128
19619,-0.476437635100112,0.634581303300768,1,0,0.5,0.00175654339071196
19619,0.387917484874648,0.698726526869784,1,0.5,1,0.00116515227121505
19619,0.765965724126744,0.445117987269139,3,-0.5,0,0.00452749761151117
19621,-0.835748560013678,0.404865978842715,1,0,0.5,0.00538538060709248
19621,2.69857419902877,0.00791116420103774,1,0.5,1,0.0534354245780899
19621,4.78111481309661,4.74368704676331e-06,3,-0.5,0,0.15052812145824
19623,-0.119269840204463,0.905250035740679,1,0,0.5,0.000110261444037585
19623,2.94830661774216,0.0038039836820654,1,0.5,1,0.0631298811496998
19623,-1.10707373224887,0.270354517440485,3,-0.5,0,0.00941145315020997
19625,-2.07234272419479,0.0402565532810925,1,0,0.5,0.0322188912817063
19625,-0.362669592035909,0.717454572648452,1,0.5,1,0.00101856791884014
19625,1.04356848540529,0.298667438662305,3,-0.5,0,0.00837146022486068
19627,0.94068341132594,0.348652926277542,1,0,0.5,0.00681284260623449
19627,1.7420471772235,0.0839211787585954,1,0.5,1,0.0229843193922562
19627,-2.00881729053549,0.0466769666242626,3,-0.5,0,0.408562648683154
19629,0.190755933433582,0.849021416252955,1,0,0.5,0.000281996627099823
19629,-1.09859213032089,0.274024356582632,1,0.5,1,0.00926912955862735
19629,-1.52952497236773,0.128621343098199,3,-0.5,0,0.0178122163670248
19631,0.75718759996918,0.450340005734946,1,0,0.5,0.00442477667279539
19631,-4.0233864618922,9.79000677450651e-05,1,0.5,1,0.11149460639629
19631,-2.40018140496224,0.0178381269457815,3,-0.5,0,0.0427488390622766
19633,1.00886724040217,0.314956597692877,1,0,0.5,0.00782825894714378
19633,0.725565116935459,0.469440312475544,1,0.5,1,0.00406438036630064
19633,-0.677667981303729,0.499214941623138,3,-0.5,0,0.0828789063289939
19635,-0.476203386467594,0.634747702780709,1,0,0.5,0.00175481957701629
19635,0.676265494120678,0.500101823727276,1,0.5,1,0.0035327084284007
19635,0.934923589951144,0.3516019489233,3,-0.5,0,0.00673022750024843
19637,-2.32184063746009,0.0218336763477859,1,0,0.5,0.0401138930011296
19637,0.198941245933456,0.842626845884523,1,0.5,1,0.0820443607334804
19637,-1.49324718478577,0.137852727271429,3,-0.5,0,0.0169914712445516
19639,3.91775719176926,0.000145198177354473,1,0,0.5,0.10633146334929
19639,4.30211646957809,3.34555870286256e-05,1,0.5,1,0.486860670780572
19639,5.59496788997438,1.29495664147902e-07,3,-0.5,0,0.406411885256582
19641,0.322805836312331,0.747373142356375,1,0,0.5,0.000807127924925877
19641,-3.72988818256691,0.00028750440908149,1,0.5,1,0.0973470348446361
19641,-1.91580483948099,0.0576376362375032,3,-0.5,0,0.370249244042214
19643,-0.490942779636004,0.624314187972923,1,0,0.5,0.00186492495881785
19643,0.869596865490617,0.386161300993164,1,0.5,1,0.00582784264642411
19643,-2.67948737179601,0.00835044015203139,3,-0.5,0,0.052721918728848
19645,-1.38559425632079,0.168299346104556,1,0,0.5,0.0146644769963959
19645,-0.220499676313772,0.825836101365277,1,0.5,1,0.00037675805610371
19645,2.25401652820103,0.0259088954165578,3,-0.5,0,0.0378920654369218
19647,0.000767707439964193,0.999388662739673,1,0,0.5,4.56879623023099e-09
19647,NaN,NaN,1,0.5,1,NaN
19647,-0.84686683421753,0.398662357945544,3,-0.5,0,0.00552882367552765
19649,-2.94753144610678,0.00381291288946741,1,0,0.5,0.0630987835478043
19649,-0.0868789234807266,0.930904583458758,1,0.5,1,5.85077963674019e-05
19649,-1.29829256786776,0.196539524677973,3,-0.5,0,0.0434019446479076
19651,1.71434400647591,0.0889049457330148,1,0,0.5,0.0222752629709413
19651,2.62693794962045,0.00967619230729343,1,0.5,1,0.0507782355900072
19651,2.88226049362468,0.00463770145925637,3,-0.5,0,0.0605023764712298
19653,-0.151492854775187,0.879827328160555,1,0,0.5,0.000177875990533538
19653,-0.143296587614927,0.886283064136194,1,0.5,1,0.000159152279094465
19653,-2.85768666063567,0.00498845791425519,3,-0.5,0,0.0595362614667658
19655,-0.3080833396836,0.758523637872427,1,0,0.5,0.000735236890915036
19655,-0.621864578292462,0.535145688477849,1,0.5,1,0.00298883507537728
19655,-2.44710956068494,0.0157681457852948,3,-0.5,0,0.05607329493408
19657,-2.91394724470715,0.00421878072420251,1,0,0.5,0.061757373767255
19657,-4.26799930526359,3.82526850120285e-05,1,0.5,1,0.123735467482865
19657,-3.23125569077407,0.00156981357094339,3,-0.5,0,0.137696009661563
19659,-2.97517965831605,0.00350606800968938,1,0,0.5,0.0642117172626493
19659,-1.79621271853375,0.0748379511054212,1,0.5,1,0.252851253362391
19659,-3.46279458214284,0.00072913338000552,3,-0.5,0,0.0850476334208202
19661,1.88279409892295,0.0620159163385472,1,0,0.5,0.0267449992772303
19661,2.68293542966761,0.00826948616283654,1,0.5,1,0.0528505190055812
19661,1.53275955729323,0.127822439310251,3,-0.5,0,0.221511708152743
19665,1.54257736003841,0.125421457161434,1,0,0.5,0.0181119893001782
19665,-0.0944490016501671,0.924901345603667,1,0.5,1,6.91472641601854e-05
19665,-0.427006492159716,0.670097629526796,3,-0.5,0,0.0801991403070536
19667,1.5439371756621,0.125091731297894,1,0,0.5,0.018143355989572
19667,1.59613434372275,0.11294421601746,1,0.5,1,0.0193667081326142
19667,0.354283808843045,0.723713754222747,3,-0.5,0,0.00097205432441072
19669,2.5142801475291,0.0131772056405676,1,0,0.5,0.046715413079309
19669,3.19051039077506,0.00178957628285837,1,0.5,1,0.246755280824133
19669,1.65856074062173,0.0996721520293935,3,-0.5,0,0.505190474777395
19675,-0.163836216175737,0.870120528692636,1,0,0.5,0.000208036601152983
19675,1.28627651775889,0.200686578763246,1,0.5,1,0.0126632239069294
19675,-0.542727136373035,0.588268865939457,3,-0.5,0,0.00227815277831245
19677,0.150519150743397,0.880593845533811,1,0,0.5,0.000175597181458764
19677,-1.03273689160357,0.303689677328741,1,0.5,1,0.00819999857214115
19677,-2.3991507314506,0.017886175072629,3,-0.5,0,0.0427137008262508
19679,0.336263783523283,0.73722690973892,1,0,0.5,0.000875769813166394
19679,0.829906570751839,0.408148889842311,1,0.5,1,0.00531075319313357
19679,-1.47365850319297,0.143047899518207,3,-0.5,0,0.0165559331083522
19681,-1.06221289560816,0.290154743443548,1,0,0.5,0.00867064480390567
19681,0.152030703948209,0.879403972393283,1,0.5,1,0.0839303687241446
19681,-0.768108977536525,0.443848313204432,3,-0.5,0,0.21190309570363
19683,1.60280319061886,0.11146238114182,1,0,0.5,0.0195257127142314
19683,0.555424676545691,0.579581283491783,1,0.5,1,0.00238574091800481
19683,2.78053602001582,0.00625323905400142,3,-0.5,0,0.056544302610121
19687,1.49613712179017,0.137098894498202,1,0,0.5,0.0170561804993002
19687,0.517140489524508,0.60595758145015,1,0.5,1,0.00206884500634663
19687,-1.27171655519518,0.205797751916079,3,-0.5,0,0.0123816941164787
20265,0.500758619821639,0.61757922111035,1,0,0.5,0.00231646592771884
20265,-1.10046196923535,0.273623702830166,1,0.5,1,0.0812814057332076
20265,-0.81351105887328,0.417748713524225,3,-0.5,0,0.474452194289722
20267,0.0787556962527208,0.937375425910737,1,0,0.5,5.74268842992165e-05
20267,-1.30635401435377,0.194259692427579,1,0.5,1,0.0155556859881979
20267,-2.40706527203042,0.0178101297597449,3,-0.5,0,0.0509162618092409
20271,-0.675879661890604,0.500588992061713,1,0,0.5,0.00421193748354631
20271,0.855870416680496,0.394000012322677,1,0.5,1,0.00673684569642696
20271,1.30739192579887,0.193908381330812,3,-0.5,0,0.0155800288418078
20273,-1.15011627828331,0.25268412148316,1,0,0.5,0.0120996521070875
20273,0.754095141750064,0.452464030948228,1,0.5,1,0.00523778671966646
20273,-0.0648587818082516,0.948408599849971,3,-0.5,0,0.153474203367315
20275,-0.756344672377382,0.451120267158026,1,0,0.5,0.00526891796888063
20275,0.597585782910002,0.551390858883022,1,0.5,1,0.00329566534209547
20275,-0.342090993712526,0.732959743934513,3,-0.5,0,0.00108240350331879
20277,-0.629247242745071,0.530541024364824,1,0,0.5,0.0036528309854631
20277,-1.28527682688112,0.201496698110348,1,0.5,1,0.0150652744868799
20277,-2.46679116623861,0.015234934329056,3,-0.5,0,0.338641931460367
20281,-0.85846350436134,0.392573624270034,1,0,0.5,0.00677745258935414
20281,-1.02318074584057,0.308551823916358,1,0.5,1,0.00960044576974006
20281,-0.590506951122489,0.556107719438862,3,-0.5,0,0.00321829855164235
20283,-1.00720622159078,0.316129360168389,1,0,0.5,0.00930577771167951
20283,1.15540053062629,0.250524232516649,1,0.5,1,0.0122097314852796
20283,-1.37932440370603,0.170697926251476,3,-0.5,0,0.0528995882520388
20285,-0.896445240395252,0.372046392741514,1,0,0.5,0.00738591338075834
20285,1.22908388906698,0.221761837126817,1,0.5,1,0.0137945235910926
20285,-0.0984671348189256,0.921747331694697,3,-0.5,0,8.97676506700362e-05
20287,-2.15770158525492,0.0332090719103329,1,0,0.5,0.0413266005842202
20287,-2.077780974704,0.040145406580904,1,0.5,1,0.0384373434052271
20287,-2.67918778811702,0.00855738818321294,3,-0.5,0,0.244373184919292
20289,-1.84811786507172,0.0673730946908052,1,0,0.5,0.030655864111374
20289,-2.00550350969135,0.0474574356583611,1,0.5,1,0.0359040432758921
20289,-2.54604351649516,0.0123327519180784,3,-0.5,0,0.0832754182915064
20291,-3.6814119079137,0.000366752914195029,1,0,0.5,0.111497179376593
20291,-1.89838174240169,0.0603655133443538,1,0.5,1,0.0322914768196925
20291,-0.00175193705560173,0.998605450059255,3,-0.5,0,2.84192903654557e-08
20293,0.987236114457012,0.325775047005506,1,0,0.5,0.00894368808287527
20293,-1.52155506583451,0.131098188858757,1,0.5,1,0.0209865122053386
20293,NaN,NaN,3,-0.5,0,NaN
20295,-0.736050090268243,0.463325936551337,1,0,0.5,0.00499134790877898
20295,0.453415321495115,0.651176561257234,1,0.5,1,0.0018999523259764
20295,-1.01115205247403,0.314246224708458,3,-0.5,0,0.00937814803376513
20301,0.981964644363771,0.328353247252645,1,0,0.5,0.0088492741647207
20301,0.562056737109285,0.57526396157807,1,0.5,1,0.00291654090536764
20301,-0.896727258086503,0.371896544145547,3,-0.5,0,0.0073905269125405
20303,1.1695833787643,0.244791859206983,1,0,0.5,0.0125075544441489
20303,-0.121710668863941,0.903358598679425,1,0.5,1,0.000137143105071513
20303,1.00308961383276,0.318101990111248,3,-0.5,0,0.00923056557340052
20307,-0.862917478980772,0.390131034317472,1,0,0.5,0.00684747926384521
20307,-2.18130923715097,0.031370195277983,1,0.5,1,0.0421974968238039
20307,0.245966992468819,0.806183428429526,3,-0.5,0,0.000559869346502651
20309,0.267229029953545,0.78981205725472,1,0,0.5,0.000660779326881356
20309,1.66490278617919,0.0988853310682862,1,0.5,1,0.0250235055570166
20309,2.45887421816973,0.0155559934147075,3,-0.5,0,0.0530142145414237
20311,3.60765553792085,0.000473089376499367,1,0,0.5,0.107549967233331
20311,4.1601550923679,6.48094850885392e-05,1,0.5,1,0.138116031275985
20311,-1.67269960320485,0.0973355212199383,3,-0.5,0,0.441076657146261
20313,0.465750877683899,0.642349408774213,1,0,0.5,0.00200452824092234
20313,-0.236059728868846,0.813841841641339,1,0.5,1,0.107750654293738
20313,0.880299579022251,0.380688526546558,3,-0.5,0,0.00712413575181403
20315,-2.86230325337941,0.00506891468119964,1,0,0.5,0.070510232394376
20315,-0.282880711069313,0.777819956147639,1,0.5,1,0.000740391198918555
20315,1.13306171580433,0.259744668012649,3,-0.5,0,0.344202794989182
20317,-1.40344495265514,0.163406892173179,1,0,0.5,0.0179109199364539
20317,-3.18999906738213,0.00187155331398167,1,0.5,1,0.0861095819058131
20317,-3.92358161453546,0.000155253046305678,3,-0.5,0,0.124758344970101
20319,-1.86613132006473,0.0647873947271171,1,0,0.5,0.0312376183465366
20319,-0.145818019555943,0.884341986625118,1,0.5,1,0.000196839902232182
20319,-2.12610976192679,0.0358157539205696,3,-0.5,0,0.407410400415755
20321,-0.712571264785906,0.477676711589682,1,0,0.5,0.0046794608759666
20321,0.556511762445713,0.579034051853479,1,0.5,1,0.00285944219646106
20321,0.302885714252733,0.762570560810636,3,-0.5,0,0.000848721244616546
20323,-1.2318516418536,0.220730222733847,1,0,0.5,0.0138558590454069
20323,0.525107957133737,0.600604760936817,1,0.5,1,0.00254663113643661
20323,2.16317290124024,0.0327747614874627,3,-0.5,0,0.0415277366353998
20329,-1.32244586952189,0.188866010527437,1,0,0.5,0.0159351361715293
20329,-1.61524440308197,0.109230500940839,1,0.5,1,0.0235877201683193
20329,-3.73122035883683,0.000308224207841258,3,-0.5,0,0.27167727946238
20331,0.547419573207415,0.58524127684651,1,0,0.5,0.00276702776787152
20331,3.02369689105382,0.00313228043296726,1,0.5,1,0.254557186686626
20331,2.45530749667474,0.0157025987814579,3,-0.5,0,0.43225906028978
20431,-1.70915611009965,0.0899439590294374,1,0,0.5,0.0228360449642924
20431,1.39528103989561,0.16544522681805,1,0.5,1,0.015335629094287
20431,-1.02553984085309,0.307121186819599,3,-0.5,0,0.368282558400744
20433,0.824714858880421,0.411129998295475,1,0,0.5,0.00541178995706371
20433,1.24374610683016,0.215958206490891,1,0.5,1,0.0122239606401703
20433,1.70400352887154,0.0909054600618661,3,-0.5,0,0.0227016861930389
20435,1.51642745090202,0.131977166498722,1,0,0.5,0.0180641029277636
20435,1.55871576326576,0.121633002979647,1,0.5,1,0.0190661740224629
20435,-0.315470798528523,0.752938840098237,3,-0.5,0,0.000795541208092443
20437,2.02441862963033,0.0450928146646288,1,0,0.5,0.0317453577261662
20437,1.77088478972366,0.0790568582407945,1,0.5,1,0.0244742471462372
20437,0.40033918489558,0.689601179141788,3,-0.5,0,0.00128052984457039
20441,0.572355264397643,0.568125988952099,1,0,0.5,0.00261387414574477
20441,3.17500538049881,0.00189372987734273,1,0.5,1,0.0746269616125701
20441,1.8329337436951,0.0692307375126471,3,-0.5,0,0.0261736940746085
20443,1.3976231566689,0.16474196368597,1,0,0.5,0.0153863642081734
20443,2.43922727406551,0.0161458019116377,1,0.5,1,0.0454359483202359
20443,1.47025467371529,0.14404623224844,3,-0.5,0,0.0169992197009541
20445,-0.333068153622722,0.739649888036886,1,0,0.5,0.000886688245868572
20445,-0.208452988322686,0.835220080585837,1,0.5,1,0.000347500388227839
