cellid,beta,p,aligned_to,start,end,R_squared
19023,-4.09702353782785,9.6866727588085e-05,3,-0.5,0,0.164911358396582
19027,0.951551618150098,0.344087218147823,1,0,0.5,0.0105400818798307
19027,4.36972940392871,3.57541786881459e-05,1,0.5,1,0.183434558326239
19027,0.532642060210153,0.595704542495724,3,-0.5,0,0.00332663262899302
19619,0.449581730523608,0.653778424776342,1,0,0.5,0.00156439945862807
19619,0.103671460432388,0.917593610414697,1,0.5,1,8.33091187658619e-05
19619,1.14850442676994,0.252918996754367,3,-0.5,0,0.0101217918072193
19621,-0.516108750567472,0.606675876876319,1,0,0.5,0.00206061519352663
19621,0.808611029094031,0.420251093906556,1,0.5,1,0.00504305724290721
19621,4.90113148572213,2.8494986992174e-06,3,-0.5,0,0.156978948884762
19623,0.155075729046122,0.877007811315142,1,0,0.5,0.000186387592252535
19623,1.12058479185843,0.264579204369162,1,0.5,1,0.00964034722996887
19623,-2.78495618397916,0.00617354483211971,3,-0.5,0,0.0567140164034765
19625,-1.17632603626237,0.241664839580637,1,0,0.5,0.0106128487520674
19625,-1.25005208658877,0.2135790636554,1,0.5,1,0.0119684339735009
19625,1.24976647411878,0.213683063746592,3,-0.5,0,0.0119630309114196
19627,-1.04764544365437,0.296791708329529,1,0,0.5,0.00843644544431954
19627,1.97660738240705,0.0502528082068747,1,0.5,1,0.0293963254593176
19627,9.24304221969197,7.16048844087031e-16,3,-0.5,0,0.398415817523631
19629,0.195822460827528,0.845062104934976,1,0,0.5,0.000297170858303941
19629,-0.679164238552611,0.498269695575911,1,0.5,1,0.00356295040271304
19629,-0.0879994354379686,0.930015733642128,3,-0.5,0,6.00266340861078e-05
19631,1.22601909910372,0.222459973960112,1,0,0.5,0.0115179069952939
19631,-3.09085419566753,0.00245323591182249,1,0.5,1,0.0689508959102721
19631,-3.68650603893366,0.000335517032721584,3,-0.5,0,0.0953102996708195
19633,1.11264635593462,0.267961982954981,1,0,0.5,0.00950553667361032
19633,0.664109439494983,0.507824180161355,1,0.5,1,0.0034072759538597
19633,3.80648576955183,0.0002182209039494,3,-0.5,0,0.100978473581213
19635,-1.43767531009826,0.152985619703877,1,0,0.5,0.0157698864845313
19635,1.48671406216816,0.139568788642731,1,0.5,1,0.0168456164462005
19635,2.72400846040236,0.00735835919975139,3,-0.5,0,0.0543923912344965
19637,-2.07364071856063,0.0401336887775415,1,0,0.5,0.0322579616412494
19637,-3.89271683566019,0.000159251502088858,1,0.5,1,0.10511899631279
19637,0.0899505408001018,0.928468224316031,3,-0.5,0,6.27177700347481e-05
19639,2.97232864703163,0.00353662387813329,1,0,0.5,0.0640965966975839
19639,6.48877598261258,1.75873056991974e-09,1,0.5,1,0.49872576494012
19639,3.90301483749906,0.00015332193967371,3,-0.5,0,0.425703600393955
19641,2.1131947530874,0.0365409442358228,1,0,0.5,0.0334587513935339
19641,-3.29898806017299,0.00125927464001023,1,0.5,1,0.0778028577556711
19641,-8.68731877651798,1.5692169668594e-14,3,-0.5,0,0.369099082002106
19643,0.0958412649699229,0.923797710889924,1,0,0.5,7.12007290954997e-05
19643,1.94812235829569,0.0536061351447498,1,0.5,1,0.0285792052259117
19643,-1.16706295325312,0.245371577238922,3,-0.5,0,0.0104481026785714
19645,0.0376325762457367,0.970039724376455,1,0,0.5,1.09782577315531e-05
19645,-0.649898510593696,0.516931596283966,1,0.5,1,0.00326348590554426
19645,2.07831079847243,0.0396942905462077,3,-0.5,0,0.0323987098644632
19647,0.686113758160037,0.493892059857422,1,0,0.5,0.00363597246127367
19647,NaN,NaN,1,0.5,1,NaN
19647,-0.342358992287099,0.732646682098483,3,-0.5,0,0.000907777358964634
19649,-1.77387912195966,0.0784796510047453,1,0,0.5,0.02381178189112
19649,-0.105239619402703,0.916351708306778,1,0.5,1,8.58482689151119e-05
19649,2.60863907265198,0.0101806439910484,3,-0.5,0,0.0501085963037881
19651,-0.182304538090596,0.855634416747456,1,0,0.5,0.000257568870707603
19651,0.449335309358903,0.653955674810508,1,0.5,1,0.00156268767539114
19651,2.03270443896899,0.0441671041315577,3,-0.5,0,0.0310360456752916
19653,-1.06878902418005,0.287192008332074,1,0,0.5,0.00877739129111077
19653,1.48388025046763,0.140318302528462,1,0.5,1,0.016782535829866
19653,-2.02793186447688,0.0446591441760692,3,-0.5,0,0.0308949753832887
19655,-0.117190060614818,0.906894571449656,1,0,0.5,0.000106449987402391
19655,1.27986365415649,0.202926100738812,1,0.5,1,0.0125388503657825
19655,1.91497553314748,0.0577443581619348,3,-0.5,0,0.027641596353409
19657,-3.40280570963893,0.000892608478985836,1,0,0.5,0.0823670644728479
19657,-3.29957821934289,0.00125684048214084,1,0.5,1,0.0778285300383783
19657,3.39811081567712,0.000906756757583593,3,-0.5,0,0.0821585961082266
19659,-3.05792408761467,0.00271843779221184,1,0,0.5,0.0675882827228393
19659,-6.69805517134309,6.15270917402901e-10,1,0.5,1,0.258040524585002
19659,-4.48599648810831,1.60553307406501e-05,3,-0.5,0,0.134949051080795
19661,1.06611570247934,0.288393915157092,1,0,0.5,0.00873392010832763
19661,3.39024334657783,0.000930938171953639,1,0.5,1,0.0818096887098985
19661,6.24216639870333,5.94347232248749e-09,3,-0.5,0,0.23198121364196
19665,1.86276960235876,0.0648050711233027,1,0,0.5,0.0261939528454336
19665,-0.416642598968628,0.677643184797626,1,0.5,1,0.00134385870871279
19665,3.81346522745376,0.000212765624497451,3,-0.5,0,0.101311564968902
19667,-0.0959504475356342,0.923711169091627,1,0,0.5,7.13630339483906e-05
19667,0.539502814592124,0.590484584678683,1,0.5,1,0.00225122510058429
19667,1.47116983592105,0.143718669578434,3,-0.5,0,0.016500983993075
19669,2.61097030172665,0.0101150874825435,1,0,0.5,0.0501936987898112
19669,6.11006945776759,1.13039349081651e-08,1,0.5,1,0.22444710475496
19669,11.4574192355049,2.61525389269422e-21,3,-0.5,0,0.50436553213712
19675,0.554560662860187,0.58017050110733,1,0,0.5,0.00237834185592967
19675,1.21204792423363,0.227744146507066,1,0.5,1,0.0112598356171009
19675,-0.0374241111193387,0.970205610607884,3,-0.5,0,1.08569681177562e-05
19677,-1.05460073105987,0.293610151041732,1,0,0.5,0.00854787521703237
19677,-2.46294118792028,0.015119672739149,1,0.5,1,0.0449119373776908
19677,-2.48677483495282,0.0141882141520337,3,-0.5,0,0.0457454050374405
19679,-0.274953362699859,0.783798868691171,1,0,0.5,0.000585698242268062
19679,0.051284994996691,0.959179000252938,1,0.5,1,2.03883495145663e-05
19679,-2.74165977137109,0.00699558021989901,3,-0.5,0,0.0550606511544012
19681,0.172650649291127,0.863200881921979,1,0,0.5,0.000231018298063823
19681,3.96874376724507,0.000120149502938976,1,0.5,1,0.108813997994281
19681,6.1200983546231,1.07680483438907e-08,3,-0.5,0,0.225018581527926
19683,2.35593829416701,0.0200067141834817,1,0,0.5,0.0412517791061771
19683,1.90011694775325,0.0596848225363633,1,0.5,1,0.0272259431077433
19683,3.78939042887891,0.000232149735054152,3,-0.5,0,0.100164145686496
19687,1.54523966979199,0.124776546151887,1,0,0.5,0.0181734244853057
19687,0.610347082525225,0.542722569788245,1,0.5,1,0.00287946428571428
19687,-2.3638227159127,0.0196039937122037,3,-0.5,0,0.0415168665705492
20265,0.595359494385486,0.552872156673974,1,0,0.5,0.0032712354497505
20265,3.35996639406174,0.00108435881480824,1,0.5,1,0.0946385564334431
20265,9.99258994815974,5.80762885747957e-17,3,-0.5,0,0.480399149740198
20267,-0.731911096310142,0.465837954323752,1,0,0.5,0.00493564682626846
20267,-2.57114277002865,0.0115231761902708,1,0.5,1,0.0576802236576109
20267,-1.70495212602607,0.0911325298390415,3,-0.5,0,0.02620993603209
20271,0.574390996657835,0.566920216701457,1,0,0.5,0.00304555751321411
20271,2.11223541811477,0.0370153550106568,1,0.5,1,0.0396716826265389
20271,1.28990912324027,0.199889308149019,3,-0.5,0,0.0151724137931035
20273,0.447852631557916,0.655173527505391,1,0,0.5,0.00185370535408236
20273,1.76959387674878,0.0796704589007565,1,0.5,1,0.0281780012473718
20273,4.84376215966997,4.3673092275762e-06,3,-0.5,0,0.178470023075062
20275,0.837369462646649,0.404268940528712,1,0,0.5,0.00645059757252964
20275,1.51531276402576,0.132669609778804,1,0.5,1,0.0208182452309464
20275,1.79558726632273,0.0754093976996924,3,-0.5,0,0.0289877162961535
20277,-1.39249567071503,0.166686528649013,1,0,0.5,0.017637448162245
20277,-1.24486320076745,0.215927229047747,1,0.5,1,0.0141459502806736
20277,7.01906856412285,2.20406912170761e-10,3,-0.5,0,0.313271202236719
20281,-0.567196400250437,0.571779989304558,1,0,0.5,0.00296996558898899
20281,-1.33795757310786,0.183773555181168,1,0.5,1,0.0163050217703096
20281,0.311327610888864,0.756163032969485,3,-0.5,0,0.000896647905647585
20283,1.06623479576585,0.288740052327679,1,0,0.5,0.0104167984556767
20283,1.53924711187457,0.126723909612179,1,0.5,1,0.0214668577663476
20283,2.59619132598207,0.0107632399853061,3,-0.5,0,0.0587432203260355
20285,-0.675126555215458,0.501065386776962,1,0,0.5,0.00420259573883996
20285,-0.106348709162428,0.915506693930358,1,0.5,1,0.000104711700427362
20285,1.33881593522273,0.183494797928073,3,-0.5,0,0.0163256076879592
20287,-0.035252226150406,0.971944917311032,1,0,0.5,1.15065291590444e-05
20287,-1.07021220156649,0.286954683995948,1,0.5,1,0.0104938425023637
20287,-5.69636669675323,1.10648605414034e-07,3,-0.5,0,0.231035375471679
20289,-1.3927396543068,0.16661290561955,1,0,0.5,0.0176435202728306
20289,-0.31189378569864,0.755733899985652,1,0.5,1,0.000899909189176928
20289,2.30214387981412,0.0232813053884215,3,-0.5,0,0.0467773406071474
20291,-3.91952519567162,0.000157550917755558,1,0,0.5,0.124532622333752
20291,-2.11944902365693,0.036387391454008,1,0.5,1,0.0399322760878154
20291,-1.27659536815059,0.204534844709372,3,-0.5,0,0.0148654588802106
20293,1.5545631755148,0.123030864591825,1,0,0.5,0.0218867924528302
20293,0.151402232820893,0.879946197925064,1,0.5,1,0.000212201591511918
20293,NaN,NaN,3,-0.5,0,NaN
20295,1.47899797067213,0.1421065227573,1,0,0.5,0.0198519458893551
20295,1.14737352095749,0.253810371683025,1,0.5,1,0.012042705411236
20295,0.197179074400446,0.844064999156264,3,-0.5,0,0.000359866628846017
20301,0.524879558060703,0.60076298558403,1,0,0.5,0.00254442190669379
20301,0.168105542282753,0.866820576506468,1,0.5,1,0.000261593341260524
20301,-0.0811267239992313,0.935494153954167,3,-0.5,0,6.09365212070889e-05
20303,0.193498055958985,0.846939226850448,1,0,0.5,0.000346560388147621
20303,-0.810347710041385,0.419555929279149,1,0.5,1,0.00604347115541759
20303,2.91097309569115,0.00439251638076792,3,-0.5,0,0.0727525585707662
20307,1.51124847473298,0.133700669334777,1,0,0.5,0.0207090294523652
20307,-3.27014979365487,0.00145036498798975,1,0.5,1,0.0900963023738695
20307,1.35324404952072,0.178856634076708,3,-0.5,0,0.0166734798441968
20309,1.45142087454776,0.149615903641906,1,0,0.5,0.0191325690152679
20309,0.786688468338113,0.433219547120314,1,0.5,1,0.00569770884545906
20309,3.53045266797068,0.000615280436212636,3,-0.5,0,0.103467310596526
20311,2.70972224387795,0.00785504178859487,1,0,0.5,0.063659003527274
20311,2.82170406695424,0.00570481642806173,1,0.5,1,0.0686605344087169
20311,9.13550034024079,4.94788625266305e-15,3,-0.5,0,0.435905747617839
20313,0.500196381665759,0.617973675877279,1,0,0.5,0.00231127913394491
20313,4.08290251545088,8.6513720152103e-05,1,0.5,1,0.133713648206475
20313,2.81063140109672,0.00589048739739065,3,-0.5,0,0.0681593857242714
20315,-2.34796965658593,0.0207317761485478,1,0,0.5,0.0485668018435731
20315,-0.460875595776486,0.645832063224734,1,0.5,1,0.00196286472148544
20315,7.7121531752178,7.10611067053469e-12,3,-0.5,0,0.355136512559155
20317,0.635516565734953,0.526461185111633,1,0,0.5,0.00372570889953661
20317,-1.71476627259512,0.0893102914228028,1,0.5,1,0.0265045263062761
20317,-3.27146209215099,0.00144427122260955,3,-0.5,0,0.0901621064960447
20319,-2.27364523083236,0.0250026057219776,1,0,0.5,0.0456789536266349
20319,1.21509946471039,0.227027782489172,1,0.5,1,0.0134866127262053
20319,8.35392924775999,2.7524580039127e-13,3,-0.5,0,0.392535386669993
20321,0.310536218429687,0.756762997806208,1,0,0.5,0.000892099216501574
20321,1.63512265065373,0.104989620117258,1,0.5,1,0.0241577526400328
20321,1.23470008266395,0.219672182424681,3,-0.5,0,0.0139191186697243
20323,0.478484628987207,0.633290758521595,1,0,0.5,0.00211540022683887
20323,1.03426944638766,0.303364093143685,1,0.5,1,0.00980761070590774
20323,1.9785891626862,0.0504565971303709,3,-0.5,0,0.0349803113384609
20329,0.0513248806314394,0.95916323705258,1,0,0.5,2.43905474185402e-05
20329,-3.32831649387153,0.00120211802191819,1,0.5,1,0.093029102427191
20329,-5.61936847682513,1.56128177921363e-07,3,-0.5,0,0.226235223121118
20331,0.978754807226786,0.329929688944345,1,0,0.5,0.00879202367700171
20331,5.69974183356872,1.08985534589478e-07,1,0.5,1,0.231245907417826
20331,8.81137182518734,2.63502099299581e-14,3,-0.5,0,0.418229686922357
20431,-1.24610748665632,0.215093113491063,1,0,0.5,0.0122698515262758
20431,1.62731487233566,0.106229308341194,1,0.5,1,0.0207457265702309
20431,8.63568929213225,2.53365619557005e-14,3,-0.5,0,0.373669453294638
20433,0.460974005883752,0.645631315932212,1,0,0.5,0.00169709125793294
20433,-0.451327019652968,0.652548610792349,1,0.5,1,0.00162691745570231
20433,0.182882739729459,0.855191129967051,3,-0.5,0,0.000267497198030875
20435,-0.365005427893878,0.715734208197159,1,0,0.5,0.00106469691141775
20435,0.97946152934476,0.3292745560595,1,0.5,1,0.00761630578758143
20435,-0.866370311862216,0.387973981685735,3,-0.5,0,0.00596893797799336
20437,1.40836085491086,0.161546915535312,1,0,0.5,0.0156199868911769
20437,0.466402976308957,0.641752066129996,1,0.5,1,0.00173723066805009
20437,-0.368860687413896,0.712865723805777,3,-0.5,0,0.00108728218444198
20441,1.47415150848903,0.142995640127103,1,0,0.5,0.0170879083909877
20441,4.07944218537122,8.05376192172505e-05,1,0.5,1,0.117492455195131
20441,2.6497113783036,0.00911409926519342,3,-0.5,0,0.0531807209692589
20443,2.94914593824415,0.00381501456334307,1,0,0.5,0.0650533050533558
