"sessid","drug","volume","concentration","infusion","infusion_bino","region","dosage","infusion_side","fof_ppc","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","subjid","trialtime","individual","species_name","species","forced","forced_surebet","forced_lottery","is_side_choice","total_rew_multi","delta_ev","prev_reward","choice","prev_choice","prev_outcome_s","prev_outcome","log_RT","lottery_side","pro_right_delta_ev","choose_right"
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485047,4,0.55,3,1,"BotR","BotL","surebet",0.61231,0.27476,24,"lose",3,2,51,48,0,0,3.24271,0,0,24,51,0.61231,2152,"2020-08-13 14:24:29.6282",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,0.00228684983334484,"BotR",-6.4,0
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485067,8,0.55,3,1,"BotR","BotL","lottery",0.593783,0.196115,64,"win",5,2,53,48,0,1,3.72589,1,0,64,53,0.593783,2152,"2020-08-13 14:24:59.7689",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-0.0284379076288993,"BotR",11.2,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485077,8,0.55,3,1,"BotR","BotL","lottery",0.470079,2.90881,64,"win",6,2,54,48,0,0,4.29119,0,0,64,54,0.470079,2152,"2020-08-13 14:25:14.4030",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,64,1,1,"lottery_win",1,-0.262051074694898,"BotR",11.2,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485195,32,0.55,3,1,"BotR","BotL","lottery",0.414043,102.256,0,"lose",8,2,56,48,0,0,3.29198,1,0,0,56,0.414043,2152,"2020-08-13 14:28:15.8986",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.38898200721462,"BotR",116.8,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485209,2,0.55,3,1,"BotR","BotL","surebet",0.331607,1.91582,24,"lose",9,2,57,48,0,1,5.19603,0,0,24,57,0.331607,2152,"2020-08-13 14:28:30.4578",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,0,0,1,"lottery_lose",-1,-0.611001307571526,"BotR",-15.2,0
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485219,16,0.55,3,1,"BotR","BotL","lottery",0.52506,0.267678,0,"lose",10,2,58,48,0,1,3.48712,0,0,0,58,0.52506,2152,"2020-08-13 14:28:43.4119",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,1,0,"surebet",0,-0.151439298604871,"BotR",46.4,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485235,32,0.55,3,1,"BotR","BotL","lottery",0.301991,0.449161,256,"win",11,2,59,48,0,1,6.52692,4,0,256,59,0.301991,2152,"2020-08-13 14:28:59.4606",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.704554624774368,"BotR",116.8,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485249,0,0.55,3,1,"BotR","BotL","lottery",0.443242,0.03444,0,"win",12,2,60,48,0,1,7.62841,0,0,0,60,0.443242,2152,"2020-08-13 14:29:12.2242",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,256,1,1,"lottery_win",1,-0.320835944094583,"BotR",-24,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485277,2,0.55,3,1,"BotR","BotL","surebet",0.669843,0.206102,24,"lose",14,2,62,48,0,0,3.15977,0,0,24,62,0.669843,2152,"2020-08-13 14:29:37.2113",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,0.0920915161869571,"BotR",-15.2,0
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485287,4,0.55,3,1,"BotR","BotL","surebet",1.96555,0.150766,24,"lose",15,2,63,48,0,1,6.29309,0,0,24,63,1.96555,2152,"2020-08-13 14:29:52.3918",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,24,0,0,"surebet",0,1.16857554297733,"BotR",-6.4,0
