n,Pearson,Spearman
32,-0.11565437333390764,-0.22481883810297096
32,0.2368571720890361,0.26144346085157527
32,-0.316093773189032,-0.44146756805433013
32,-0.4799906108253098,-0.5592298165844578
32,-0.42325578827921617,-0.29271525412153737
32,0.3394246651205743,0.43048018122974885
32,0.007353535320918552,-0.10099944042595875
32,0.14948568227802925,0.2256640217048618
32,0.5200331687842145,0.5411992330774527
32,-0.2729127417234298,-0.1526965040749502
32,0.4604180784603424,0.5789507672952448
32,-0.07118941339974194,-0.2548228559700968
32,-0.027866809698088864,-0.1950965481031421
32,0.4545003876509907,0.5657095575322878
32,0.19603889719624554,0.13635628777172673
32,-0.6505186731419142,-0.8399716363458746
32,-0.31982562299351114,-0.4251273517511067
32,-0.04639550487894598,-0.198899874311651
32,0.43743374273346847,0.4038568977701865
32,-0.4151710911272961,-0.538381954404483
32,0.5912272364466302,0.6582571619393379
32,0.24265620844683036,0.13677887957267215
32,0.4698632362799467,0.5214782823666657
32,-0.0751970788995556,-0.19805469070976012
32,0.2161529266219231,0.37624756677508486
32,0.5833305555015221,0.6274079604703211
32,-0.6555917994962959,-0.7109402731238686
32,0.08960817426334491,-0.058599396397766866
32,0.10465888038777553,0.1429768926532052
32,0.24004217332695063,0.22397365450108006
32,-0.21793168183058045,-0.43780510577946974
32,0.47886936321577706,0.6199421719869518
32,-0.21735423639068618,-0.2535550805672605
32,-0.10907572662100345,-0.18495434488045165
32,-0.6917056276488383,-0.8085589791422639
32,-0.46552982467058274,-0.5621879591910759
32,0.39777064534991224,0.46287888596889887
32,-0.49760731554421483,-0.5827540935037536
32,0.3438524058913905,0.45851210402579606
32,-0.532610971234012,-0.6293800555413999
32,0.14075944317011954,0.20002678578083882
32,-0.6459988218265494,-0.6699488684321616
32,-0.3114290736189322,-0.3183524900455604
32,0.21464418806350208,0.3252548227943358
32,-0.1463342933859618,-0.22115637582811054
32,-0.30168679883985416,-0.2832773705670893
32,-0.5369757386329529,-0.5857122361103717
32,0.443174923609528,0.53218394132395
32,-0.28161106498245353,-0.44498916639554215
32,-0.022342165608444476,-0.008310972085260203
64,-0.30557945528064784,-0.2548228559700968
64,-0.3560594343066151,-0.2518647133634787
64,-0.5558388763563109,-0.6705123241667554
64,0.3089165884432326,0.13734233530726608
64,0.11947827996369653,0.03887844568697994
64,0.6535437896653743,0.7967264087157918
64,-0.15296069509753318,-0.21608527421676532
64,-0.4290142331206681,-0.5245772889069322
64,0.1588283350438387,0.1386101107101024
64,0.5416671904783326,0.5569759936460822
64,0.2740753826802599,0.10423931089987375
64,0.45541946944403583,0.47302108919158925
64,-0.1723368136972799,-0.022819957251053444
64,-0.29273453757399687,-0.39357383061384765
64,0.38255535340157704,0.3949824699503324
64,-0.36969498844473486,-0.4792191022721223
64,0.24023178879119242,0.30947806222570623
64,0.13951392148090108,-0.03070833753536821
64,-0.314165660167229,-0.509786575873842
64,-0.6956468118495718,-0.7299569041664132
64,-0.4752557140191427,-0.5407766412765073
64,0.33146371904164623,0.3496242833155225
64,-0.13254128475920912,-0.20890121360069291
64,-0.2916695541845483,-0.0016903672037817364
64,0.09612595340708023,0.09649179454920746
64,-0.44029574430152413,-0.42907154189326413
64,-0.5017922266621043,-0.5826132295701052
64,0.2857605985142164,0.26200691658616915
64,0.49484902838239386,0.6169840293803338
64,-0.1780175867053798,0.0015495032701332585
64,0.44589587311710766,0.6405083062996296
64,-0.6321803862396996,-0.7706665809908234
64,0.33703072118009697,0.2562314953065815
64,0.6035059907163193,0.5299301183855744
64,0.5956539999497033,0.6247315457310001
64,-0.11956149237659505,-0.07902466677679618
64,0.0775448936534636,0.2756707181500715
64,0.14655461747453474,0.09790043388569224
64,0.27664159475489525,0.4317479566325852
64,-0.17377603494870864,-0.017467127772411276
64,0.1504014220570161,0.38005089298359374
64,-0.19208803103677374,0.06310704227451816
64,0.5426191671087155,0.69600869615713
64,-0.5620494849473933,-0.48865698582657036
64,-0.5754660898821554,-0.45386359421539624
64,0.49726120824801534,0.6448750882427324
64,-0.4528686834283576,-0.4347060992392032
64,0.637933869839905,0.7734838596637928
64,-0.03961206424422859,0.07719343563936597
64,0.326525551390877,0.36793659468982465
1024,-0.42249950755417603,-0.6361415243565268
1024,0.8092112669699049,0.8940633868668901
1024,-0.6410162188279355,-0.8472965608955954
1024,-0.6261628038973853,-0.8234905561090027
1024,-0.5926533049427594,-0.7107994091902202
1024,0.7006133536680818,0.8250400593791359
1024,0.19714982811889528,0.22298760696554074
1024,0.8616746482023152,0.9201232145918585
1024,0.7151461221154022,0.9218135817956402
1024,0.46477786990438275,0.5751474410867359
1024,-0.7011358521444625,-0.7688353498533931
1024,-0.7465373905803822,-0.8956128901370233
1024,0.6972896545087378,0.6171248933139823
1024,-0.6776489454597836,-0.8063051562038883
1024,-0.8100517811890374,-0.9371677505633245
1024,-0.3072562209916205,-0.34342627023498945
1024,-0.15004641402790567,-0.41442169279382235
1024,0.3013983042870538,0.31469002777069993
1024,0.7055739396075585,0.8222227807061663
1024,-0.6791584321170097,-0.7289708566308739
1024,-0.2485228135860559,-0.05888112426506382
1024,0.31545469005272053,0.047471145639537096
1024,-0.8382530269121328,-0.7992619595214644
1024,-0.7449234295271342,-0.7169974222707532
1024,-0.6669002950783021,-0.7415077467255884
1024,-0.6396109781503504,-0.8143344004218515
1024,-0.3982673488917774,-0.6016298606126498
1024,0.8082231949516592,0.8523676625069406
1024,0.8405422403262077,0.9728063257763894
1024,-0.7661295183615566,-0.9367451587623788
1024,0.7292659110581878,0.8484234723647832
1024,-0.6697137402389759,-0.7984167759195735
1024,-0.12204060570071103,-0.36695054715428527
1024,0.1894221939869656,0.27482553454818065
1024,-0.5988434743207005,-0.7929230825072828
1024,0.2794386209663497,0.2918700705196465
1024,0.014858860142540634,-0.11325460265337635
1024,-0.48111667166955807,-0.6041654114183224
1024,-0.3013237445725276,-0.14227257298496282
1024,0.15859142204507554,0.41160441412085286
1024,0.2628499441260317,0.2975046278655856
1024,0.38031645702237854,0.5647235099967485
1024,-0.15531473131152293,-0.416675515732198
1024,0.7732846515508008,0.8133483528863121
1024,0.7464173357142659,0.8763145312271818
1024,0.6963985863661467,0.9060368212270108
1024,-0.7474905726477221,-0.839830772412226
1024,-0.62035151726535,-0.7995436873887614
1024,-0.3647900758605684,-0.4810503334095525
1024,-0.5872228930029443,-0.6893880912756516
2048,0.6370713774429249,0.8996979442128292
2048,-0.5557032550394811,-0.7278439451616859
2048,-0.8869932837163068,-0.9406893489045364
2048,-0.8952855544782009,-0.9375903423642699
2048,-0.7369337915961239,-0.4845719317507644
2048,-0.8029991792325936,-0.9626641225536988
2048,-0.8669173757710849,-0.8389855888103352
2048,0.881482018242037,0.8651862804689521
2048,0.1016932770743854,0.33159369980851733
2048,0.7965716668763767,0.9363225669614335
2048,0.7692190998865591,0.859269995255716
2048,-0.8082070629893736,-0.8874427819854116
2048,-0.3902831659450018,-0.11339546658702482
2048,-0.7488224405196958,-0.9140660654449739
2048,-0.26387515340107953,-0.48513538748535834
2048,0.002721818040460898,0.18594039241599103
2048,0.021163294330916852,0.35821698326807966
2048,0.7621995970554892,0.7624964728392116
2048,-0.38307080843256414,-0.5106317594757329
2048,0.23851120120363667,0.4200562501397615
2048,0.8097079411721465,0.9792860667242194
2048,0.8798839217122318,0.9713976864399045
2048,-0.5291540025032856,-0.5378184986698892
2048,-0.8134447884321556,-0.9702707749707167
2048,-0.7218364023054602,-0.9551983340703295
2048,-0.20598644520712317,-0.39230605521101136
2048,-0.45837872299666377,-0.4362556025093365
2048,0.8835496600050571,0.9691438635015288
2048,-0.1389480703918749,-0.4221692091444887
2048,-0.7718144874421884,-0.9119531064402469
2048,0.7962888697537935,0.9716794143072015
2048,0.6754041057923456,0.753481181085709
2048,0.48040203052697955,0.3301850604720325
2048,0.7768198062961857,0.9530853750656024
2048,-0.33229654181057916,-0.03577943914671342
2048,0.6303724093828329,0.6919236420813241
2048,-0.3738411607131018,-0.40766022397869545
2048,-0.7227973114605775,-0.7698213973889325
2048,0.5880065150079982,0.8226453725071117
2048,-0.7394976887631253,-0.7339010943085705
2048,0.8504651874932945,0.8729337968196184
2048,-0.29752479274017796,-0.016340216303223454
2048,-0.43029252113457134,-0.2804600918941198
2048,0.009469878388772151,-0.246934475685782
2048,-0.05222800531149208,-0.003944190142157385
2048,-0.5012725355887915,-0.48499452355170986
2048,0.46869972928534703,0.6493827341194838
2048,-0.42982226326155737,-0.640930898100575
2048,-0.3980793783526052,-0.5795142230298386
2048,-0.5686504167833366,-0.7660180711804235
512,-0.3549088014749909,-0.38793927326790856
512,-0.2698177618774114,-0.33694652928715946
512,-0.4605820935589485,-0.6596658012758226
512,0.7821109290912113,0.9182919834544283
512,-0.6169174518903943,-0.7533403171520605
512,0.7902528487223944,0.9392807095680515
512,-0.5011289550585797,-0.41709810753314347
512,-0.7497535414222088,-0.8796952656347453
512,-0.6231836770110591,-0.7644685679102903
512,-0.44002870505692077,-0.43118450089799126
512,-0.7243372873306333,-0.8248991954454874
512,-0.3939046953689576,-0.5431713281485313
512,-0.47666458155221286,-0.6591023455412287
512,-0.21747422496373622,-0.04254090796184037
512,-0.42035174610480874,-0.6006438130771103
512,-0.43684784820119,-0.3489199636472801
512,-0.7932077721390033,-0.9528036471983055
512,0.755487319732342,0.8822308164404179
512,0.764328157059058,0.8426480510851956
512,0.4866510549410976,0.6462837275792173
512,-0.5461717772896857,-0.4347060992392032
512,0.41609721754564294,0.5248590167742292
512,0.8127847920275492,0.9333644243548155
512,-0.1389857574482159,-0.20622479886137185
512,-0.7518767564585237,-0.858988267388419
512,-0.6596422600436959,-0.6888246355410577
512,-0.041878494464598036,-0.23397499379012202
512,-0.6646904226638881,-0.7830626071518895
512,-0.2964774745214137,-0.40977318298342263
512,0.8354431480535623,0.923222221132125
512,0.06972511771190835,0.019861814644435406
512,-0.6929086984532457,-0.8251809233127844
512,-0.6759589757399606,-0.6712166438349979
512,0.5887136356818041,0.6572711144037985
512,-0.7414301205593544,-0.8110945299479365
512,-0.73945462490914,-0.9408302128381848
512,-0.08273488765629082,0.012959481895659979
512,-0.5911516718898161,-0.6754425618444523
512,0.30180703115478164,0.5265493839780109
512,0.824201719633706,0.8454653297581652
512,-0.32576894710433285,-0.23834177573322485
512,-0.47488555126932036,-0.6631873996170347
512,0.5171996693410007,0.5721892984801178
512,0.7884990311891995,0.8812447689048786
512,-0.6777338262072415,-0.6486784144512414
512,0.09966373723425756,0.08958946180043204
512,0.5694261154884664,0.7102359534556263
512,-0.3229677394406252,-0.484431067817116
512,0.0950694189276165,0.19777296284246318
512,0.22639291722907162,0.3055338720835489
128,0.37957066900119,0.4276629025567793
128,-0.6997233661762472,-0.8499729756349166
128,0.1879233356802285,0.26735974606481133
128,-0.46534206629471814,-0.6293800555413999
128,0.8288095936562528,0.9330826964875185
128,0.5377331497879091,0.7100950895219779
128,0.028527608293712047,-0.03310302440739234
