"trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","isopto","start_time","duration","trialtype","region","notes"
26413951,0.5,0.6,3,1,"BotR","BotL","lottery",0.454775,3.57728,6,"win",37,1,37,48,0,0,6.12696,0,0,6,37,0.454775,213605,2182,"2021-04-06 07:14:02.6570",0,NA,NA,NA,"bilateral FOF",NA
26413969,32,0.6,3,1,"BotR","BotL","lottery",0.389479,6.48136,384,"win",38,1,38,48,0,1,7.46408,0,0,384,38,0.389479,213605,2182,"2021-04-06 07:14:23.1209",0,NA,NA,NA,"bilateral FOF",NA
26413991,8,0.6,3,1,NA,"BotL","surebet",1.29464,8.31099,36,"win",39,1,39,48,2,1,5.53565,1,0,36,39,1.29464,213605,2182,"2021-04-06 07:14:43.5625",0,NA,NA,NA,"bilateral FOF",NA
26414005,32,0.6,3,1,"BotR","BotL","lottery",0.402471,0.497088,0,"lose",40,1,40,48,0,1,6.49917,0,0,0,40,0.402471,213605,2182,"2021-04-06 07:14:57.6789",0,NA,NA,NA,"bilateral FOF",NA
26414029,4,0.6,3,1,"BotR",NA,"lottery",0.543304,11.6275,48,"win",41,1,41,48,0,0,4.87785,0,0,48,41,0.543304,213605,2182,"2021-04-06 07:15:20.8680",0,NA,NA,NA,"bilateral FOF",NA
26414057,16,0.6,3,1,"BotR","BotL","lottery",0.545493,12.2801,192,"win",42,1,42,48,0,1,4.23469,0,0,192,42,0.545493,213605,2182,"2021-04-06 07:15:43.2900",0,NA,NA,NA,"bilateral FOF",NA
26414071,2,0.6,3,1,"BotR","BotL","lottery",0.513116,1.45364,24,"win",43,1,43,48,0,1,4.42716,0,0,24,43,0.513116,213605,2182,"2021-04-06 07:15:55.5621",0,NA,NA,NA,"bilateral FOF",NA
26414091,4,0.6,3,1,"BotR","BotL","surebet",0.480469,1.34176,36,"lose",44,1,44,48,0,1,7.4641,0,0,36,44,0.480469,213605,2182,"2021-04-06 07:16:09.9736",1,9.46421,3,"all","bilateral FOF",NA
26414109,16,0.6,3,1,"BotR","BotL","surebet",1.01462,1.1673,36,"lose",45,1,45,48,1,2,4.10343,0,0,36,45,1.01462,213605,2182,"2021-04-06 07:16:23.2447",0,NA,NA,NA,"bilateral FOF",NA
26414191,4,0.6,3,1,"BotR","BotL","lottery",0.451104,68.1394,0,"lose",46,1,46,48,0,0,4.32589,0,0,0,46,0.451104,213605,2182,"2021-04-06 07:17:42.6836",1,6.32591,3,"all","bilateral FOF",NA
26414431,16,0.6,3,1,"BotR","BotL","lottery",0.679017,289.226,192,"win",47,1,47,48,0,0,7.06883,0,0,192,47,0.679017,213605,2182,"2021-04-06 07:22:44.9294",0,NA,NA,NA,"bilateral FOF",NA
26414445,0.5,0.6,3,1,NA,"BotL","surebet",0.387325,6.7308,36,"lose",48,1,48,48,1,1,4.42947,0,0,36,48,0.387325,213605,2182,"2021-04-06 07:23:03.3576",1,6.4295,3,"all","bilateral FOF",NA
26414459,8,0.6,3,1,"BotR",NA,"lottery",0.442579,2.22044,96,"win",1,2,49,48,0,2,5.84461,1,0,96,49,0.442579,213605,2182,"2021-04-06 07:23:21.7726",1,12.3022,3,"all","bilateral FOF",NA
26414473,4,0.6,3,1,"BotR","BotL","lottery",0.499879,0.519428,48,"win",2,2,50,48,0,2,5.34548,1,0,48,50,0.499879,213605,2182,"2021-04-06 07:23:35.8561",0,NA,NA,NA,"bilateral FOF",NA
26414485,2,0.6,3,1,"BotR","BotL","lottery",0.349124,0.228522,0,"lose",3,2,51,48,0,1,6.39081,0,0,0,51,0.349124,213605,2182,"2021-04-06 07:23:49.9425",1,8.3909,3,"all","bilateral FOF",NA
26414769,32,0.6,3,1,"BotR","BotL","violation",NA,300,0,"win",4,2,52,48,0,NA,7.80805,0,1,0,52,NA,213605,2182,"2021-04-06 07:29:01.2943",0,NA,NA,NA,"bilateral FOF",NA
26414791,32,0.6,3,1,"BotR","BotL","lottery",0.317628,19.0457,384,"win",4,2,53,48,0,0,6.42115,0,0,384,53,0.317628,213605,2182,"2021-04-06 07:29:33.1988",0,NA,NA,NA,"bilateral FOF",NA
26414809,16,0.6,3,1,"BotR","BotL","lottery",0.338083,8.97494,192,"win",5,2,54,48,1,1,6.27887,0,0,192,54,0.338083,213605,2182,"2021-04-06 07:29:54.4003",0,NA,NA,NA,"bilateral FOF",NA
26414819,4,0.6,3,1,"BotR","BotL","surebet",0.056249,0.163713,36,"lose",6,2,55,48,0,1,7.93704,0,0,36,55,0.056249,213605,2182,"2021-04-06 07:30:09.4815",0,NA,NA,NA,"bilateral FOF",NA
26414833,8,0.6,3,1,"BotR","BotL","lottery",0.534067,1.25201,96,"win",7,2,56,48,0,0,5.05829,0,0,96,56,0.534067,213605,2182,"2021-04-06 07:30:23.6072",0,NA,NA,NA,"bilateral FOF",NA
26414841,16,0.6,3,1,"BotR","BotL","lottery",0.302341,0.433796,192,"win",8,2,57,48,0,0,6.25378,0,0,192,57,0.302341,213605,2182,"2021-04-06 07:30:36.0151",1,8.25379,3,"all","bilateral FOF",NA
26414853,16,0.6,3,1,"BotR",NA,"lottery",0.358842,0.333622,192,"win",9,2,58,48,0,0,6.65187,0,0,192,58,0.358842,213605,2182,"2021-04-06 07:30:48.4849",0,NA,NA,NA,"bilateral FOF",NA
26414865,32,0.6,3,1,"BotR","BotL","lottery",0.334937,1.96259,0,"lose",10,2,59,48,0,0,4.44957,0,0,0,59,0.334937,213605,2182,"2021-04-06 07:31:01.7772",1,6.44969,3,"all","bilateral FOF",NA
26414873,16,0.6,3,1,"BotR","BotL","lottery",0.304555,0.303841,0,"lose",11,2,60,48,0,0,6.39365,0,0,0,60,0.304555,213605,2182,"2021-04-06 07:31:15.3155",0,NA,NA,NA,"bilateral FOF",NA
26414885,32,0.6,3,1,"BotR","BotL","lottery",0.518809,0.234686,384,"win",12,2,61,48,0,0,7.17257,0,0,384,61,0.518809,213605,2182,"2021-04-06 07:31:29.4104",0,NA,NA,NA,"bilateral FOF",NA
26414901,2,0.6,3,1,"BotR","BotL","lottery",0.603919,5.54445,0,"lose",13,2,62,48,0,1,5.62829,0,0,0,62,0.603919,213605,2182,"2021-04-06 07:31:47.7120",1,7.62831,3,"all","bilateral FOF",NA
26414911,8,0.6,3,1,NA,"BotL","surebet",0.862355,0.586826,36,"win",14,2,63,48,0,2,6.66345,0,0,36,63,0.862355,213605,2182,"2021-04-06 07:32:02.2080",0,NA,NA,NA,"bilateral FOF",NA
26414967,0.5,0.6,3,1,NA,"BotL","surebet",0.369165,62.096,36,"win",15,2,64,48,0,1,4.18655,0,0,36,64,0.369165,213605,2182,"2021-04-06 07:33:14.1529",0,NA,NA,NA,"bilateral FOF",NA
26414985,4,0.6,3,1,"BotR","BotL","surebet",1.03961,23.3275,36,"lose",16,2,65,48,0,2,7.79582,0,0,36,65,1.03961,213605,2182,"2021-04-06 07:33:51.5550",1,9.79583,3,"all","bilateral FOF",NA
26414993,2,0.6,3,1,"BotR","BotL","lottery",0.339611,0.443332,24,"win",17,2,66,48,0,1,6.55794,0,0,24,66,0.339611,213605,2182,"2021-04-06 07:34:05.0611",1,8.55802,3,"all","bilateral FOF",NA
26415001,4,0.6,3,1,"BotR",NA,"lottery",0.583013,0.40179,0,"lose",18,2,67,48,0,1,4.24328,0,0,0,67,0.583013,213605,2182,"2021-04-06 07:34:16.8854",0,NA,NA,NA,"bilateral FOF",NA
26415009,4,0.6,3,1,"BotR","BotL","surebet",0.353477,0.840935,36,"lose",19,2,68,48,0,1,4.3632,0,0,36,68,0.353477,213605,2182,"2021-04-06 07:34:28.1239",0,NA,NA,NA,"bilateral FOF",NA
26415025,8,0.6,3,1,"BotR","BotL","lottery",0.47694,16.1407,96,"win",20,2,69,48,0,0,6.51046,0,0,96,69,0.47694,213605,2182,"2021-04-06 07:34:58.2011",0,NA,NA,NA,"bilateral FOF",NA
26415051,32,0.6,3,1,NA,"BotL","surebet",2.89955,5.5015,36,"win",21,2,70,48,0,4,6.84747,0,0,36,70,2.89955,213605,2182,"2021-04-06 07:35:20.0479",1,8.84753,3,"all","bilateral FOF",NA
26415069,2,0.6,3,1,NA,"BotL","surebet",0.66794,10.3288,36,"lose",22,2,71,48,0,2,6.40268,0,0,36,71,0.66794,213605,2182,"2021-04-06 07:35:42.3124",0,NA,NA,NA,"bilateral FOF",NA
26415099,8,0.6,3,1,"BotR","BotL","lottery",0.512029,22.9947,0,"lose",23,2,72,48,0,0,4.13681,0,0,0,72,0.512029,213605,2182,"2021-04-06 07:36:16.4871",0,NA,NA,NA,"bilateral FOF",NA
26415119,16,0.6,3,1,"BotR","BotL","lottery",0.411968,7.3631,192,"win",24,2,73,48,0,1,7.061,0,0,192,73,0.411968,213605,2182,"2021-04-06 07:36:37.4717",1,9.06112,3,"all","bilateral FOF",NA
26415131,8,0.6,3,1,"BotR","BotL","lottery",1.21235,2.44547,96,"win",25,2,74,48,0,0,5.13903,0,0,96,74,1.21235,213605,2182,"2021-04-06 07:36:52.8761",0,NA,NA,NA,"bilateral FOF",NA
26415147,16,0.6,3,1,"BotR","BotL","lottery",0.45777,0.408159,192,"win",26,2,75,48,0,0,6.91052,1,0,192,75,0.45777,213605,2182,"2021-04-06 07:37:13.7842",0,NA,NA,NA,"bilateral FOF",NA
26415155,0.5,0.6,3,1,"BotR","BotL","surebet",1.75651,0.219205,36,"win",27,2,76,48,0,1,5.00075,0,0,36,76,1.75651,213605,2182,"2021-04-06 07:37:26.8454",1,7.00083,3,"all","bilateral FOF",NA
26415183,2,0.6,3,1,"BotR","BotL","lottery",2.09074,21.8009,24,"win",28,2,77,48,0,3,7.1129,0,0,24,77,2.09074,213605,2182,"2021-04-06 07:38:03.8240",0,NA,NA,NA,"bilateral FOF",NA
26415203,16,0.6,3,1,NA,"BotL","surebet",2.93627,6.97242,36,"win",29,2,78,48,0,4,7.20955,0,0,36,78,2.93627,213605,2182,"2021-04-06 07:38:27.3039",0,NA,NA,NA,"bilateral FOF",NA
26415229,4,0.6,3,1,NA,"BotL","surebet",0.767993,16.9731,36,"lose",30,2,79,48,0,2,7.99113,0,0,36,79,0.767993,213605,2182,"2021-04-06 07:38:59.2678",0,NA,NA,NA,"bilateral FOF",NA
26415419,4,0.6,3,1,"BotR","BotL","violation",NA,300,0,"win",31,2,80,48,0,NA,6.0808,0,1,0,80,NA,213605,2182,"2021-04-06 07:44:08.9113",0,NA,NA,NA,"bilateral FOF",NA
26415615,4,0.6,3,1,"BotR","BotL","violation",NA,300,0,"win",31,2,81,48,0,NA,5.02774,0,1,0,81,NA,213605,2182,"2021-04-06 07:49:17.4776",0,NA,NA,NA,"bilateral FOF",NA
26415657,4,0.6,3,1,"BotR","BotL","lottery",0.494453,90.6153,0,"lose",31,2,82,48,1,1,6.07785,0,0,0,82,0.494453,213605,2182,"2021-04-06 07:51:01.2699",0,NA,NA,NA,"bilateral FOF",NA
26415669,0.5,0.6,3,1,"BotR",NA,"lottery",0.468681,15.6713,0,"lose",32,2,83,48,0,1,4.0772,0,0,0,83,0.468681,213605,2182,"2021-04-06 07:51:28.2016",0,NA,NA,NA,"bilateral FOF",NA
26415679,32,0.6,3,1,"BotR","BotL","lottery",0.271306,0.897835,0,"lose",33,2,84,48,0,1,5.75912,0,0,0,84,0.271306,213605,2182,"2021-04-06 07:51:42.4985",0,NA,NA,NA,"bilateral FOF",NA
26415691,2,0.6,3,1,"BotR","BotL","lottery",0.38637,0.714472,24,"win",34,2,85,48,1,1,7.23304,0,0,24,85,0.38637,213605,2182,"2021-04-06 07:51:57.6443",0,NA,NA,NA,"bilateral FOF",NA
26415699,4,0.6,3,1,"BotR","BotL","surebet",0.291018,1.92735,36,"win",35,2,86,48,0,0,6.88282,0,0,36,86,0.291018,213605,2182,"2021-04-06 07:52:12.7145",1,8.88288,3,"all","bilateral FOF",NA
26415709,0.5,0.6,3,1,"BotR","BotL","surebet",1.02982,20.8316,36,"win",36,2,87,48,0,0,6.92681,0,0,36,87,1.02982,213605,2182,"2021-04-06 07:52:47.6468",0,NA,NA,NA,"bilateral FOF",NA
26415715,2,0.6,3,1,"BotR",NA,"lottery",0.629099,0.78665,24,"win",37,2,88,48,0,1,7.9791,0,0,24,88,0.629099,213605,2182,"2021-04-06 07:53:03.1897",0,NA,NA,NA,"bilateral FOF",NA
26415719,8,0.6,3,1,"BotR","BotL","surebet",0.331324,0.62207,36,"lose",38,2,89,48,0,1,5.53735,0,0,36,89,0.331324,213605,2182,"2021-04-06 07:53:15.7558",0,NA,NA,NA,"bilateral FOF",NA
26415729,0.5,0.6,3,1,"BotR","BotL","surebet",0.51652,0.539747,36,"win",39,2,90,48,0,1,6.25274,0,0,36,90,0.51652,213605,2182,"2021-04-06 07:53:29.0209",1,8.25282,3,"all","bilateral FOF",NA
26415739,32,0.6,3,1,"BotR","BotL","lottery",0.332217,18.4093,384,"win",40,2,91,48,0,0,4.68811,0,0,384,91,0.332217,213605,2182,"2021-04-06 07:53:58.3219",1,6.68822,3,"all","bilateral FOF",NA
26415755,8,0.6,3,1,"BotR","BotL","lottery",0.369333,10.3068,0,"lose",41,2,92,48,2,0,7.81449,0,0,0,92,0.369333,213605,2182,"2021-04-06 07:54:23.3519",0,NA,NA,NA,"bilateral FOF",NA
26415761,2,0.6,3,1,"BotR","BotL","lottery",0.440088,2.10909,0,"lose",42,2,93,48,0,0,5.42321,0,0,0,93,0.440088,213605,2182,"2021-04-06 07:54:37.8536",0,NA,NA,NA,"bilateral FOF",NA
26415829,0.5,0.6,3,1,"BotR","BotL","violation",NA,300,0,"lose",43,2,94,48,0,NA,5.77893,0,1,0,94,NA,213605,2182,"2021-04-06 07:59:47.1693",0,NA,NA,NA,"bilateral FOF",NA
26415837,0.5,0.6,3,1,"BotR","BotL","surebet",0.43744,17.6443,36,"win",43,2,95,48,0,1,7.92294,0,0,36,95,0.43744,213605,2182,"2021-04-06 08:00:20.2435",0,NA,NA,NA,"bilateral FOF",NA
26415843,32,0.6,3,1,"BotR",NA,"lottery",0.340338,29.2999,384,"win",44,2,96,48,0,1,5.4563,0,0,384,96,0.340338,213605,2182,"2021-04-06 08:01:01.9274",0,NA,NA,NA,"bilateral FOF",NA
26415847,32,0.6,3,1,"BotR","BotL","lottery",0.401225,6.00611,384,"win",45,2,97,48,0,0,6.07935,0,0,384,97,0.401225,213605,2182,"2021-04-06 08:01:20.4144",0,NA,NA,NA,"bilateral FOF",NA
26415855,0.5,0.6,3,1,"BotR","BotL","lottery",0.554562,6.8215,6,"win",46,2,98,48,0,1,6.35852,0,0,6,98,0.554562,213605,2182,"2021-04-06 08:01:40.5166",0,NA,NA,NA,"bilateral FOF",NA
26415859,16,0.6,3,1,"BotR","BotL","lottery",0.568274,4.33181,192,"win",47,2,99,48,0,0,6.16809,0,0,192,99,0.568274,213605,2182,"2021-04-06 08:01:56.9706",1,8.16822,3,"all","bilateral FOF",NA
26415863,0.5,0.6,3,1,"BotR","BotL","surebet",0.403852,1.34694,36,"lose",48,2,100,48,0,0,6.03833,0,0,36,100,0.403852,213605,2182,"2021-04-06 08:02:11.3063",1,8.03837,3,"all","bilateral FOF",NA
26415867,4,0.6,3,1,"BotR","BotL","lottery",0.486861,32.7537,48,"win",1,3,101,48,0,1,6.11234,0,0,48,101,0.486861,213605,2182,"2021-04-06 08:02:55.7343",0,NA,NA,NA,"bilateral FOF",NA
26415871,0.5,0.6,3,1,"BotR","BotL","surebet",0.348681,0.69921,36,"win",2,3,102,48,0,1,5.10761,0,0,36,102,0.348681,213605,2182,"2021-04-06 08:03:07.8710",0,NA,NA,NA,"bilateral FOF",NA
26415875,2,0.6,3,1,"BotR","BotL","surebet",1.13302,1.13857,36,"lose",3,3,103,48,0,0,5.33762,0,0,36,103,1.13302,213605,2182,"2021-04-06 08:03:21.5244",0,NA,NA,NA,"bilateral FOF",NA
26415881,8,0.6,3,1,"BotR","BotL","surebet",0.844681,65.9827,36,"lose",4,3,104,48,0,2,7.26332,0,0,36,104,0.844681,213605,2182,"2021-04-06 08:04:41.5339",0,NA,NA,NA,"bilateral FOF",NA
26415887,16,0.6,3,1,"BotR","BotL","lottery",0.452688,45.1613,192,"win",5,3,105,48,0,2,7.35132,0,0,192,105,0.452688,213605,2182,"2021-04-06 08:05:41.6427",0,NA,NA,NA,"bilateral FOF",NA
26415889,4,0.6,3,1,"BotR","BotL","lottery",0.349978,2.43777,0,"lose",6,3,106,48,0,0,5.56136,0,0,0,106,0.349978,213605,2182,"2021-04-06 08:05:56.5260",0,NA,NA,NA,"bilateral FOF",NA
26415893,16,0.6,3,1,NA,"BotL","surebet",2.14489,0.375019,36,"lose",7,3,107,48,0,2,5.76263,0,0,36,107,2.14489,213605,2182,"2021-04-06 08:06:10.4897",1,7.76273,3,"all","bilateral FOF",NA
26415913,16,0.6,3,1,"BotR","BotL","violation",NA,300,0,"win",8,3,108,48,0,NA,5.87534,0,1,0,108,NA,213605,2182,"2021-04-06 08:11:19.9250",0,NA,NA,NA,"bilateral FOF",NA
26415915,16,0.6,3,1,"BotR","BotL","lottery",0.370483,53.0325,192,"win",8,3,109,48,0,1,4.41649,0,0,192,109,0.370483,213605,2182,"2021-04-06 08:12:24.0995",0,NA,NA,NA,"bilateral FOF",NA
26415917,16,0.6,3,1,"BotR","BotL","lottery",0.476562,2.89156,192,"win",9,3,110,48,0,0,7.71259,0,0,192,110,0.476562,213605,2182,"2021-04-06 08:12:40.4399",0,NA,NA,NA,"bilateral FOF",NA
26415919,2,0.6,3,1,"BotR",NA,"lottery",0.854051,2.62966,0,"lose",10,3,111,48,0,2,5.42589,0,0,0,111,0.854051,213605,2182,"2021-04-06 08:12:56.9312",0,NA,NA,NA,"bilateral FOF",NA
26415921,0.5,0.6,3,1,"BotR","BotL","surebet",0.982401,6.88169,36,"win",11,3,112,48,0,2,4.31257,0,0,36,112,0.982401,213605,2182,"2021-04-06 08:13:15.9077",1,6.31266,3,"all","bilateral FOF",NA
26415923,16,0.6,3,1,"BotR","BotL","lottery",0.364742,1.29498,192,"win",12,3,113,48,0,0,5.50949,0,0,192,113,0.364742,213605,2182,"2021-04-06 08:13:28.3408",0,NA,NA,NA,"bilateral FOF",NA
26415925,2,0.6,3,1,"BotR","BotL","lottery",0.435829,0.827002,0,"lose",13,3,114,48,0,0,6.39732,0,0,0,114,0.435829,213605,2182,"2021-04-06 08:13:42.6060",0,NA,NA,NA,"bilateral FOF",NA
26415927,0.5,0.6,3,1,"BotR","BotL","lottery",2.83655,5.09375,0,"lose",14,3,115,48,0,4,7.67113,0,0,0,115,2.83655,213605,2182,"2021-04-06 08:14:05.0541",0,NA,NA,NA,"bilateral FOF",NA
26415931,32,0.6,3,1,NA,"BotL","violation",NA,300,0,"lose",15,3,116,48,0,NA,6.17578,0,1,0,116,NA,213605,2182,"2021-04-06 08:19:14.7520",0,NA,NA,NA,"bilateral FOF",NA
26415933,32,0.6,3,1,NA,"BotL","violation",NA,300,0,"win",15,3,117,48,0,NA,4.85932,0,1,0,117,NA,213605,2182,"2021-04-06 08:24:23.1669",0,NA,NA,NA,"bilateral FOF",NA
26438387,16,0.55,3.5,1,"BotR",NA,"lottery",0.328292,4.81109,0,"lose",1,1,1,48,0,1,1,0,0,0,1,0.328292,213763,2176,"2021-04-07 05:28:22.1947",1,3.00012,3,"all","bilateral FOF",NA
26438413,8,0.55,3.5,1,NA,"BotL","surebet",0.894497,4.56822,42,"win",2,1,2,48,1,2,4.84398,0,0,42,2,0.894497,213763,2176,"2021-04-07 05:28:40.1220",1,6.84406,3,"all","bilateral FOF",NA
26438443,2,0.55,3.5,1,"BotR","BotL","surebet",0.245833,5.88091,42,"win",3,1,3,48,1,0,5.76612,0,0,42,3,0.245833,213763,2176,"2021-04-07 05:28:57.9957",0,NA,NA,NA,"bilateral FOF",NA
26438467,4,0.55,3.5,1,"BotR",NA,"lottery",0.668059,0.310687,0,"lose",4,1,4,48,0,1,4.00799,0,0,0,4,0.668059,213763,2176,"2021-04-07 05:29:09.8662",0,NA,NA,NA,"bilateral FOF",NA
26438495,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.290746,0.642625,42,"lose",5,1,5,48,0,0,5.62683,0,0,42,5,0.290746,213763,2176,"2021-04-07 05:29:22.6110",0,NA,NA,NA,"bilateral FOF",NA
26438515,16,0.55,3.5,1,"BotR","BotL","lottery",0.378024,0.387785,192,"win",6,1,6,48,0,0,4.23378,0,0,192,6,0.378024,213763,2176,"2021-04-07 05:29:35.3225",0,NA,NA,NA,"bilateral FOF",NA
26438537,2,0.55,3.5,1,NA,"BotL","surebet",0.341537,1.5545,42,"lose",7,1,7,48,1,1,5.16638,2,0,42,7,0.341537,213763,2176,"2021-04-07 05:29:50.3208",0,NA,NA,NA,"bilateral FOF",NA
26438567,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.32119,0.322178,42,"win",8,1,8,48,0,1,4.78119,1,0,42,8,0.32119,213763,2176,"2021-04-07 05:30:06.1360",0,NA,NA,NA,"bilateral FOF",NA
26438593,8,0.55,3.5,1,"BotR",NA,"lottery",0.884114,1.63582,0,"lose",9,1,9,48,0,1,5.35109,0,0,0,9,0.884114,213763,2176,"2021-04-07 05:30:20.8889",1,7.35117,3,"all","bilateral FOF",NA
26438613,2,0.55,3.5,1,"BotR","BotL","surebet",0.290372,0.347748,42,"lose",10,1,10,48,0,1,6.01617,1,0,42,10,0.290372,213763,2176,"2021-04-07 05:30:34.3217",0,NA,NA,NA,"bilateral FOF",NA
26438635,32,0.55,3.5,1,"BotR","BotL","lottery",0.287881,2.52241,0,"lose",11,1,11,48,0,1,5.81202,1,0,0,11,0.287881,213763,2176,"2021-04-07 05:30:50.4136",0,NA,NA,NA,"bilateral FOF",NA
26438657,8,0.55,3.5,1,"BotR","BotL","lottery",0.570536,2.14112,96,"win",12,1,12,48,0,1,4.4418,0,0,96,12,0.570536,213763,2176,"2021-04-07 05:31:04.9199",1,6.44188,3,"all","bilateral FOF",NA
26438677,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.320474,0.516703,42,"lose",13,1,13,48,0,1,5.32784,0,0,42,13,0.320474,213763,2176,"2021-04-07 05:31:16.0031",0,NA,NA,NA,"bilateral FOF",NA
26438695,2,0.55,3.5,1,"BotR","BotL","surebet",0.254038,0.389301,42,"win",14,1,14,48,0,1,6.75709,1,0,42,14,0.254038,213763,2176,"2021-04-07 05:31:29.9974",0,NA,NA,NA,"bilateral FOF",NA
26438731,2,0.55,3.5,1,"BotR","BotL","surebet",0.298648,0.532406,42,"lose",15,1,15,48,0,0,7.6897,1,0,42,15,0.298648,213763,2176,"2021-04-07 05:31:50.1673",0,NA,NA,NA,"bilateral FOF",NA
26438743,8,0.55,3.5,1,"BotR","BotL","lottery",0.482582,0.298342,96,"win",16,1,16,48,0,1,4.46665,0,0,96,16,0.482582,213763,2176,"2021-04-07 05:32:02.9092",1,6.46674,3,"all","bilateral FOF",NA
26438765,32,0.55,3.5,1,"BotR","BotL","lottery",0.414772,0.905355,384,"win",17,1,17,48,0,0,4.06966,0,0,384,17,0.414772,213763,2176,"2021-04-07 05:32:16.3759",0,NA,NA,NA,"bilateral FOF",NA
26438801,2,0.55,3.5,1,"BotR","BotL","surebet",0.31383,0.820069,42,"lose",18,1,18,48,0,1,6.13177,2,0,42,18,0.31383,213763,2176,"2021-04-07 05:32:43.0297",0,NA,NA,NA,"bilateral FOF",NA
26438827,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.321134,0.533456,42,"lose",19,1,19,48,0,1,7.79346,1,0,42,19,0.321134,213763,2176,"2021-04-07 05:32:58.0313",0,NA,NA,NA,"bilateral FOF",NA
26438847,32,0.55,3.5,1,"BotR","BotL","lottery",0.365962,0.233404,0,"lose",20,1,20,48,0,1,6.8086,0,0,0,20,0.365962,213763,2176,"2021-04-07 05:33:13.0383",1,8.80871,3,"all","bilateral FOF",NA
26438869,32,0.55,3.5,1,"BotR",NA,"lottery",0.502691,0.21527,384,"win",21,1,21,48,0,2,7.65486,0,0,384,21,0.502691,213763,2176,"2021-04-07 05:33:29.4778",1,9.65497,3,"all","bilateral FOF",NA
26438895,4,0.55,3.5,1,"BotR","BotL","surebet",0.318019,0.500802,42,"lose",22,1,22,48,0,1,7.45502,1,0,42,22,0.318019,213763,2176,"2021-04-07 05:33:47.5590",0,NA,NA,NA,"bilateral FOF",NA
26438913,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.297611,0.291911,42,"win",23,1,23,48,0,0,5.77326,0,0,42,23,0.297611,213763,2176,"2021-04-07 05:34:01.2316",0,NA,NA,NA,"bilateral FOF",NA
26438929,32,0.55,3.5,1,"BotR","BotL","lottery",0.301731,0.479614,384,"win",24,1,24,48,0,0,6.73197,1,0,384,24,0.301731,213763,2176,"2021-04-07 05:34:17.6130",0,NA,NA,NA,"bilateral FOF",NA
26438941,8,0.55,3.5,1,"BotR","BotL","lottery",0.498003,2.91442,96,"win",25,1,25,48,1,1,5.80203,0,0,96,25,0.498003,213763,2176,"2021-04-07 05:34:34.4498",0,NA,NA,NA,"bilateral FOF",NA
26438965,16,0.55,3.5,1,"BotR","BotL","lottery",0.537697,0.36886,192,"win",26,1,26,48,0,1,7.09834,0,0,192,26,0.537697,213763,2176,"2021-04-07 05:34:50.1728",0,NA,NA,NA,"bilateral FOF",NA
26438995,2,0.55,3.5,1,"BotR","BotL","surebet",0.306092,0.506118,42,"lose",27,1,27,48,0,1,7.00285,2,0,42,27,0.306092,213763,2176,"2021-04-07 05:35:04.9892",0,NA,NA,NA,"bilateral FOF",NA
26439035,0.5,0.55,3.5,1,"BotR",NA,"lottery",1.04573,0.68237,6,"win",28,1,28,48,0,2,7.69623,6,0,6,28,1.04573,213763,2176,"2021-04-07 05:35:41.7459",0,NA,NA,NA,"bilateral FOF",NA
26439059,32,0.55,3.5,1,"BotR","BotL","lottery",0.290189,5.60681,384,"win",29,1,29,48,0,1,6.18975,0,0,384,29,0.290189,213763,2176,"2021-04-07 05:36:02.5750",1,8.18984,3,"all","bilateral FOF",NA
26439077,4,0.55,3.5,1,"BotR","BotL","surebet",0.701583,0.44859,42,"lose",30,1,30,48,0,1,6.08749,2,0,42,30,0.701583,213763,2176,"2021-04-07 05:36:18.1191",0,NA,NA,NA,"bilateral FOF",NA
26439095,0.5,0.55,3.5,1,NA,"BotL","surebet",3.14959,0.460862,42,"win",31,1,31,48,0,3,6.52844,0,0,42,31,3.14959,213763,2176,"2021-04-07 05:36:34.8598",0,NA,NA,NA,"bilateral FOF",NA
26439107,16,0.55,3.5,1,"BotR","BotL","lottery",0.588295,0.782985,0,"lose",32,1,32,48,0,1,7.59442,0,0,0,32,0.588295,213763,2176,"2021-04-07 05:36:50.6892",0,NA,NA,NA,"bilateral FOF",NA
26439123,4,0.55,3.5,1,"BotR","BotL","surebet",0.351465,0.285315,42,"win",33,1,33,48,0,1,7.04221,0,0,42,33,0.351465,213763,2176,"2021-04-07 05:37:04.5967",1,9.04231,3,"all","bilateral FOF",NA
26439137,4,0.55,3.5,1,"BotR","BotL","surebet",0.614003,2.42186,42,"lose",34,1,34,48,0,0,6.78067,0,0,42,34,0.614003,213763,2176,"2021-04-07 05:37:19.3013",0,NA,NA,NA,"bilateral FOF",NA
26439157,16,0.55,3.5,1,"BotR","BotL","lottery",0.398731,0.760296,0,"lose",35,1,35,48,0,0,7.19131,0,0,0,35,0.398731,213763,2176,"2021-04-07 05:37:34.5160",1,9.19138,3,"all","bilateral FOF",NA
