"trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","isopto","start_time","duration","trialtype","region","notes"
26197373,8,0.55,3.5,1,"BotR","BotL","surebet",0.703959,1.12336,42,"win",1,1,1,48,0,3,1,1,0,42,1,0.703959,212189,2176,"2021-03-30 05:47:06.0229",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197393,8,0.55,3.5,1,"BotR","BotL","lottery",0.400491,2.13203,96,"win",2,1,2,48,0,1,5.21945,0,0,96,2,0.400491,212189,2176,"2021-03-30 05:47:21.3229",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197405,32,0.55,3.5,1,"BotR",NA,"lottery",0.440698,1.39154,384,"win",3,1,3,48,0,1,5.48039,0,0,384,3,0.440698,212189,2176,"2021-03-30 05:47:36.1421",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197427,4,0.55,3.5,1,"BotR","BotL","lottery",0.427195,4.77741,0,"lose",4,1,4,48,3,1,7.76295,1,0,0,4,0.427195,212189,2176,"2021-03-30 05:47:56.9934",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197439,32,0.55,3.5,1,"BotR","BotL","lottery",0.344615,2.98356,0,"lose",5,1,5,48,0,1,6.74177,0,0,0,5,0.344615,212189,2176,"2021-03-30 05:48:13.8467",1,8.74189,3,"all","bilateral FOF","36mW in machine"
26197453,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.282184,2.3553,42,"lose",6,1,6,48,0,1,5.4395,0,0,42,6,0.282184,212189,2176,"2021-03-30 05:48:29.2005",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197475,2,0.55,3.5,1,"BotR","BotL","lottery",0.700562,2.01703,0,"lose",7,1,7,48,0,2,5.28606,0,0,0,7,0.700562,212189,2176,"2021-03-30 05:48:43.6064",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197495,32,0.55,3.5,1,"BotR","BotL","lottery",0.436432,2.13315,384,"win",8,1,8,48,0,1,6.0945,0,0,384,8,0.436432,212189,2176,"2021-03-30 05:48:59.7712",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197545,32,0.55,3.5,1,"BotR","BotL","lottery",0.788476,17.8438,0,"lose",9,1,9,48,1,1,4.24465,2,0,0,9,0.788476,212189,2176,"2021-03-30 05:49:30.2384",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197571,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.31748,1.42607,42,"lose",10,1,10,48,0,1,6.59004,0,0,42,10,0.31748,212189,2176,"2021-03-30 05:49:46.5525",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197601,16,0.55,3.5,1,"BotR",NA,"lottery",0.637518,0.681663,192,"win",11,1,11,48,0,2,6.36135,0,0,192,11,0.637518,212189,2176,"2021-03-30 05:50:01.4132",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197627,0.5,0.55,3.5,1,"BotR","BotL","surebet",1.00576,0.527918,42,"win",12,1,12,48,0,2,7.10827,2,0,42,12,1.00576,212189,2176,"2021-03-30 05:50:19.0139",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197651,32,0.55,3.5,1,"BotR","BotL","lottery",0.644343,2.48352,0,"lose",13,1,13,48,0,0,5.75409,0,0,0,13,0.644343,212189,2176,"2021-03-30 05:50:34.2514",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197673,8,0.55,3.5,1,"BotR","BotL","lottery",0.987809,4.68215,96,"win",14,1,14,48,0,2,4.27322,0,0,96,14,0.987809,212189,2176,"2021-03-30 05:50:49.6301",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197693,2,0.55,3.5,1,"BotR",NA,"lottery",0.782965,1.14187,0,"lose",15,1,15,48,0,1,4.77444,0,0,0,15,0.782965,212189,2176,"2021-03-30 05:51:02.8199",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197719,8,0.55,3.5,1,"BotR","BotL","lottery",0.579252,3.19073,0,"lose",16,1,16,48,0,0,7.42451,0,0,0,16,0.579252,212189,2176,"2021-03-30 05:51:20.3889",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197759,2,0.55,3.5,1,"BotR","BotL","lottery",0.636633,9.84856,24,"win",17,1,17,48,0,2,7.88719,0,0,24,17,0.636633,212189,2176,"2021-03-30 05:51:44.9178",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197779,2,0.55,3.5,1,"BotR","BotL","surebet",0.336683,3.81208,42,"win",18,1,18,48,0,0,4.21949,0,0,42,18,0.336683,212189,2176,"2021-03-30 05:52:00.2463",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197791,16,0.55,3.5,1,"BotR","BotL","lottery",0.288787,4.30661,192,"win",19,1,19,48,0,0,6.02112,0,0,192,19,0.288787,212189,2176,"2021-03-30 05:52:18.0188",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197815,4,0.55,3.5,1,NA,"BotL","surebet",0.821483,0.58658,42,"win",20,1,20,48,0,1,7.974,2,0,42,20,0.821483,212189,2176,"2021-03-30 05:52:38.4174",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197831,2,0.55,3.5,1,"BotR","BotL","surebet",0.738751,4.86175,42,"lose",21,1,21,48,0,1,5.15082,0,0,42,21,0.738751,212189,2176,"2021-03-30 05:52:56.3135",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197859,8,0.55,3.5,1,"BotR","BotL","lottery",0.625413,9.69768,0,"lose",22,1,22,48,0,0,4.22123,0,0,0,22,0.625413,212189,2176,"2021-03-30 05:53:17.2410",1,6.22131,3,"all","bilateral FOF","36mW in machine"
26197875,4,0.55,3.5,1,"BotR","BotL","lottery",0.35888,0.480125,0,"lose",23,1,23,48,0,0,5.24056,0,0,0,23,0.35888,212189,2176,"2021-03-30 05:53:29.6802",1,7.24069,3,"all","bilateral FOF","36mW in machine"
26197893,16,0.55,3.5,1,"BotR","BotL","lottery",0.558112,0.759166,192,"win",24,1,24,48,0,1,7.20466,0,0,192,24,0.558112,212189,2176,"2021-03-30 05:53:45.4938",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197903,4,0.55,3.5,1,"BotR","BotL","surebet",0.651248,0.610324,42,"win",25,1,25,48,0,0,7.34372,1,0,42,25,0.651248,212189,2176,"2021-03-30 05:54:01.9204",1,10.0116,3,"all","bilateral FOF","36mW in machine"
26197919,16,0.55,3.5,1,"BotR","BotL","lottery",0.502176,5.06427,0,"lose",26,1,26,48,0,1,4.66086,0,0,0,26,0.502176,212189,2176,"2021-03-30 05:54:18.5289",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197935,2,0.55,3.5,1,NA,"BotL","surebet",0.356656,2.1623,42,"win",27,1,27,48,0,1,5.63829,0,0,42,27,0.356656,212189,2176,"2021-03-30 05:54:34.1004",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197949,0.5,0.55,3.5,1,"BotR",NA,"lottery",2.70076,1.98093,0,"lose",28,1,28,48,0,7,4.10714,0,0,0,28,2.70076,212189,2176,"2021-03-30 05:54:49.5546",1,6.10723,3,"all","bilateral FOF","36mW in machine"
26197961,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.388184,1.00127,42,"win",29,1,29,48,0,0,6.15326,0,0,42,29,0.388184,212189,2176,"2021-03-30 05:55:04.2056",1,8.15335,3,"all","bilateral FOF","36mW in machine"
26197971,32,0.55,3.5,1,"BotR","BotL","lottery",0.384795,0.216435,384,"win",30,1,30,48,0,0,7.38764,0,0,384,30,0.384795,212189,2176,"2021-03-30 05:55:19.6864",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26197993,4,0.55,3.5,1,"BotR","BotL","surebet",0.30766,5.3202,42,"win",31,1,31,48,0,1,6.41902,2,0,42,31,0.30766,212189,2176,"2021-03-30 05:55:41.5048",1,9.77533,3,"all","bilateral FOF","36mW in machine"
26198011,16,0.55,3.5,1,NA,"BotL","surebet",2.35731,1.13544,42,"lose",32,1,32,48,0,5,7.40423,0,0,42,32,2.35731,212189,2176,"2021-03-30 05:55:59.8218",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198021,2,0.55,3.5,1,"BotR","BotL","lottery",0.666631,0.45405,24,"win",33,1,33,48,0,1,4.72973,0,0,24,33,0.666631,212189,2176,"2021-03-30 05:56:11.2234",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198033,8,0.55,3.5,1,NA,"BotL","surebet",1.72429,1.22595,42,"lose",34,1,34,48,0,4,4.56741,0,0,42,34,1.72429,212189,2176,"2021-03-30 05:56:26.1667",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198063,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.325612,12.0798,42,"lose",35,1,35,48,0,1,5.9756,0,0,42,35,0.325612,212189,2176,"2021-03-30 05:56:51.7764",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198081,4,0.55,3.5,1,"BotR","BotL","surebet",0.304983,0.535415,42,"lose",36,1,36,48,0,1,6.9721,0,0,42,36,0.304983,212189,2176,"2021-03-30 05:57:06.7221",1,8.97222,3,"all","bilateral FOF","36mW in machine"
26198103,8,0.55,3.5,1,"BotR","BotL","lottery",0.363079,0.696023,0,"lose",37,1,37,48,0,0,7.20792,0,0,0,37,0.363079,212189,2176,"2021-03-30 05:57:21.3481",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198123,0.5,0.55,3.5,1,NA,"BotL","surebet",0.341667,1.99691,42,"win",38,1,38,48,0,1,4.70746,0,0,42,38,0.341667,212189,2176,"2021-03-30 05:57:35.4287",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198141,16,0.55,3.5,1,"BotR","BotL","lottery",0.310102,0.815294,192,"win",39,1,39,48,0,0,6.94584,0,0,192,39,0.310102,212189,2176,"2021-03-30 05:57:50.7750",1,8.94595,3,"all","bilateral FOF","36mW in machine"
26198179,4,0.55,3.5,1,"BotR","BotL","lottery",0.328498,13.3056,0,"lose",40,1,40,48,0,1,6.90482,1,0,0,40,0.328498,212189,2176,"2021-03-30 05:58:19.8498",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198205,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.374464,6.34784,42,"lose",41,1,41,48,0,1,4.86424,0,0,42,41,0.374464,212189,2176,"2021-03-30 05:58:38.5401",1,6.86435,3,"all","bilateral FOF","36mW in machine"
26198219,32,0.55,3.5,1,"BotR","BotL","lottery",0.309426,1.36834,384,"win",42,1,42,48,0,1,4.85846,0,0,384,42,0.309426,212189,2176,"2021-03-30 05:58:52.9544",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198251,32,0.55,3.5,1,NA,"BotL","surebet",3.21787,6.66757,42,"win",43,1,43,48,3,7,6.34231,0,0,42,43,3.21787,212189,2176,"2021-03-30 05:59:16.3146",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198279,16,0.55,3.5,1,"BotR","BotL","lottery",0.901886,16.3679,0,"lose",44,1,44,48,0,0,4.37796,0,0,0,44,0.901886,212189,2176,"2021-03-30 05:59:44.3154",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198303,2,0.55,3.5,1,"BotR","BotL","surebet",0.37038,0.877609,42,"lose",45,1,45,48,0,1,6.01622,0,0,42,45,0.37038,212189,2176,"2021-03-30 06:00:01.6703",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198321,4,0.55,3.5,1,"BotR",NA,"lottery",0.938103,0.822236,0,"lose",46,1,46,48,0,1,4.48818,0,0,0,46,0.938103,212189,2176,"2021-03-30 06:00:14.2844",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198357,16,0.55,3.5,1,"BotR","BotL","lottery",0.776444,14.0772,192,"win",47,1,47,48,0,0,4.78372,0,0,192,47,0.776444,212189,2176,"2021-03-30 06:00:41.1778",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198377,8,0.55,3.5,1,"BotR",NA,"lottery",0.658151,0.639127,96,"win",48,1,48,48,0,1,5.85276,2,0,96,48,0.658151,212189,2176,"2021-03-30 06:01:00.6086",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198401,4,0.55,3.5,1,NA,"BotL","surebet",0.522018,0.852079,42,"lose",1,2,49,48,0,2,4.90564,0,0,42,49,0.522018,212189,2176,"2021-03-30 06:01:14.1159",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198427,2,0.55,3.5,1,"BotR","BotL","surebet",0.317182,2.07912,42,"lose",2,2,50,48,0,1,5.8823,0,0,42,50,0.317182,212189,2176,"2021-03-30 06:01:29.5639",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198455,4,0.55,3.5,1,"BotR","BotL","lottery",1.16195,0.437798,0,"lose",3,2,51,48,0,2,6.9211,0,0,0,51,1.16195,212189,2176,"2021-03-30 06:01:45.0065",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198475,32,0.55,3.5,1,"BotR","BotL","lottery",0.688098,3.81096,0,"lose",4,2,52,48,0,0,4.13782,0,0,0,52,0.688098,212189,2176,"2021-03-30 06:02:00.0007",1,6.13794,3,"all","bilateral FOF","36mW in machine"
26198493,32,0.55,3.5,1,"BotR","BotL","lottery",0.579716,0.872957,0,"lose",5,2,53,48,0,1,5.82616,0,0,0,53,0.579716,212189,2176,"2021-03-30 06:02:13.6427",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198515,2,0.55,3.5,1,"BotR","BotL","surebet",0.328397,0.522399,42,"lose",6,2,54,48,0,1,6.98943,0,0,42,54,0.328397,212189,2176,"2021-03-30 06:02:31.0242",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198529,2,0.55,3.5,1,"BotR","BotL","surebet",0.348425,0.443053,42,"win",7,2,55,48,0,1,7.56936,0,0,42,55,0.348425,212189,2176,"2021-03-30 06:02:46.4618",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198553,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.39126,0.824612,42,"win",8,2,56,48,0,1,7.69271,1,0,42,56,0.39126,212189,2176,"2021-03-30 06:03:04.1703",1,11.1526,3,"all","bilateral FOF","36mW in machine"
26198565,16,0.55,3.5,1,"BotR",NA,"lottery",0.645015,0.837729,0,"lose",9,2,57,48,0,1,5.06582,1,0,0,57,0.645015,212189,2176,"2021-03-30 06:03:17.8203",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198581,4,0.55,3.5,1,"BotR","BotL","lottery",0.711351,1.1804,48,"win",10,2,58,48,0,1,7.08303,0,0,48,58,0.711351,212189,2176,"2021-03-30 06:03:34.0748",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198607,16,0.55,3.5,1,"BotR","BotL","lottery",0.409458,2.65464,192,"win",11,2,59,48,0,1,5.98743,0,0,192,59,0.409458,212189,2176,"2021-03-30 06:03:50.4062",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198625,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.320841,10.4577,42,"lose",12,2,60,48,0,0,6.50211,0,0,42,60,0.320841,212189,2176,"2021-03-30 06:04:14.0655",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198643,8,0.55,3.5,1,"BotR","BotL","lottery",0.590751,7.07593,0,"lose",13,2,61,48,0,1,5.21953,0,0,0,61,0.590751,212189,2176,"2021-03-30 06:04:33.3091",1,7.21962,3,"all","bilateral FOF","36mW in machine"
26198663,16,0.55,3.5,1,"BotR","BotL","lottery",0.526511,6.64426,192,"win",14,2,62,48,0,0,7.52091,0,0,192,62,0.526511,212189,2176,"2021-03-30 06:04:55.2634",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198713,0.5,0.55,3.5,1,NA,"BotL","surebet",0.503829,33.0054,42,"win",15,2,63,48,0,1,6.79985,0,0,42,63,0.503829,212189,2176,"2021-03-30 06:05:45.7080",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198721,2,0.55,3.5,1,"BotR","BotL","surebet",0.293637,1.32839,42,"lose",16,2,64,48,0,1,5.50079,0,0,42,64,0.293637,212189,2176,"2021-03-30 06:06:00.7646",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198751,4,0.55,3.5,1,"BotR",NA,"lottery",0.36259,15.4209,0,"lose",17,2,65,48,0,1,6.51145,0,0,0,65,0.36259,212189,2176,"2021-03-30 06:06:29.6583",1,8.51152,3,"all","bilateral FOF","36mW in machine"
26198777,32,0.55,3.5,1,"BotR","BotL","lottery",0.30211,7.81847,0,"lose",18,2,66,48,0,0,6.05956,0,0,0,66,0.30211,212189,2176,"2021-03-30 06:06:50.1943",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198793,16,0.55,3.5,1,"BotR","BotL","lottery",1.1232,1.82047,192,"win",19,2,67,48,0,1,6.00791,0,0,192,67,1.1232,212189,2176,"2021-03-30 06:07:06.6745",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198809,16,0.55,3.5,1,"BotR","BotL","lottery",0.377582,0.708144,0,"lose",20,2,68,48,0,1,4.63036,0,0,0,68,0.377582,212189,2176,"2021-03-30 06:07:18.7855",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198819,4,0.55,3.5,1,"BotR","BotL","lottery",0.59035,1.42342,48,"win",21,2,69,48,0,2,4.74073,0,0,48,69,0.59035,212189,2176,"2021-03-30 06:07:30.8882",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198841,8,0.55,3.5,1,NA,"BotL","surebet",3.21273,3.22591,42,"lose",22,2,70,48,0,8,5.88904,0,0,42,70,3.21273,212189,2176,"2021-03-30 06:07:50.2014",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198865,32,0.55,3.5,1,"BotR",NA,"lottery",0.588715,1.4094,384,"win",23,2,71,48,0,1,5.07383,0,0,384,71,0.588715,212189,2176,"2021-03-30 06:08:06.4763",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198885,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.551166,12.9508,42,"win",24,2,72,48,1,0,5.69531,0,0,42,72,0.551166,212189,2176,"2021-03-30 06:08:32.7658",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198895,8,0.55,3.5,1,"BotR",NA,"lottery",0.91278,3.59758,0,"lose",25,2,73,48,0,1,4.93061,0,0,0,73,0.91278,212189,2176,"2021-03-30 06:08:48.5593",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198919,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.424622,11.6356,42,"win",26,2,74,48,0,1,6.63906,0,0,42,74,0.424622,212189,2176,"2021-03-30 06:09:14.5377",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26198931,16,0.55,3.5,1,"BotR","BotL","lottery",0.614984,0.922725,0,"lose",27,2,75,48,0,1,6.06998,0,0,0,75,0.614984,212189,2176,"2021-03-30 06:09:28.4931",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199213,2,0.55,3.5,1,"BotR","BotL","surebet",0.736081,298.088,42,"lose",28,2,76,48,0,2,7.57773,0,0,42,76,0.736081,212189,2176,"2021-03-30 06:14:41.2270",1,9.57787,3,"all","bilateral FOF","36mW in machine"
26199231,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.689371,0.657911,42,"lose",29,2,77,48,0,1,5.99972,0,0,42,77,0.689371,212189,2176,"2021-03-30 06:14:56.0086",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199253,4,0.55,3.5,1,"BotR","BotL","lottery",0.282233,2.16503,48,"win",30,2,78,48,0,1,5.74749,0,0,48,78,0.282233,212189,2176,"2021-03-30 06:15:09.6837",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199275,4,0.55,3.5,1,"BotR","BotL","lottery",0.261883,0.440882,48,"win",31,2,79,48,0,0,7.50158,0,0,48,79,0.261883,212189,2176,"2021-03-30 06:15:24.8500",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199297,8,0.55,3.5,1,"BotR","BotL","lottery",0.33401,0.287692,96,"win",32,2,80,48,0,1,7.81438,0,0,96,80,0.33401,212189,2176,"2021-03-30 06:15:40.4343",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199313,2,0.55,3.5,1,NA,"BotL","surebet",0.659367,5.09539,42,"win",33,2,81,48,0,2,5.26465,0,0,42,81,0.659367,212189,2176,"2021-03-30 06:15:58.5193",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199325,8,0.55,3.5,1,"BotR","BotL","lottery",0.349616,0.364708,96,"win",34,2,82,48,0,1,4.66477,0,0,96,82,0.349616,212189,2176,"2021-03-30 06:16:10.5686",1,6.66483,3,"all","bilateral FOF","36mW in machine"
26199355,32,0.55,3.5,1,"BotR","BotL","lottery",0.693303,4.63491,384,"win",35,2,83,48,0,2,7.82875,0,0,384,83,0.693303,212189,2176,"2021-03-30 06:16:32.1135",1,9.82886,3,"all","bilateral FOF","36mW in machine"
26199379,32,0.55,3.5,1,"BotR","BotL","lottery",0.506423,8.29888,384,"win",36,2,84,48,1,2,6.36216,0,0,384,84,0.506423,212189,2176,"2021-03-30 06:16:55.9669",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199397,2,0.55,3.5,1,"BotR",NA,"lottery",1.8515,5.17074,0,"lose",37,2,85,48,1,3,7.57709,1,0,0,85,1.8515,212189,2176,"2021-03-30 06:17:17.0690",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199405,32,0.55,3.5,1,"BotR","BotL","lottery",0.503006,0.606466,0,"lose",38,2,86,48,0,1,6.16963,0,0,0,86,0.503006,212189,2176,"2021-03-30 06:17:30.7600",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199415,8,0.55,3.5,1,"BotR","BotL","lottery",0.668411,0.384476,96,"win",39,2,87,48,0,1,4.26095,0,0,96,87,0.668411,212189,2176,"2021-03-30 06:17:43.1917",1,6.26104,3,"all","bilateral FOF","36mW in machine"
26199429,8,0.55,3.5,1,"BotR","BotL","lottery",0.869661,2.6496,96,"win",40,2,88,48,0,2,4.04181,0,0,96,88,0.869661,212189,2176,"2021-03-30 06:17:57.4024",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199449,2,0.55,3.5,1,"BotR","BotL","surebet",0.379572,0.67633,42,"lose",41,2,89,48,0,1,7.14904,0,0,42,89,0.379572,212189,2176,"2021-03-30 06:18:18.3689",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199459,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.398623,1.68984,42,"win",42,2,90,48,0,1,5.21736,0,0,42,90,0.398623,212189,2176,"2021-03-30 06:18:36.7475",1,7.21744,3,"all","bilateral FOF","36mW in machine"
26199467,0.5,0.55,3.5,1,"BotR",NA,"lottery",1.35196,0.824058,6,"win",43,2,91,48,0,2,5.70504,0,0,6,91,1.35196,212189,2176,"2021-03-30 06:18:50.4490",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199479,32,0.55,3.5,1,NA,"BotL","surebet",4.517,0.53052,42,"win",44,2,92,48,0,13,6.40089,0,0,42,92,4.517,212189,2176,"2021-03-30 06:19:08.9480",1,8.40096,3,"all","bilateral FOF","36mW in machine"
26199483,8,0.55,3.5,1,"BotR","BotL","lottery",0.446241,0.732189,0,"lose",45,2,93,48,0,1,6.34206,0,0,0,93,0.446241,212189,2176,"2021-03-30 06:19:22.8246",1,8.34215,3,"all","bilateral FOF","36mW in machine"
26199493,16,0.55,3.5,1,NA,"BotL","surebet",4.10061,0.622591,42,"win",46,2,94,48,0,11,6.72824,0,0,42,94,4.10061,212189,2176,"2021-03-30 06:19:40.3163",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199517,16,0.55,3.5,1,"BotR","BotL","lottery",0.599221,27.5486,192,"win",47,2,95,48,0,1,4.98548,0,0,192,95,0.599221,212189,2176,"2021-03-30 06:20:20.7320",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199531,4,0.55,3.5,1,"BotR","BotL","lottery",0.774588,2.12019,0,"lose",48,2,96,48,0,1,4.69556,0,0,0,96,0.774588,212189,2176,"2021-03-30 06:20:34.8623",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199749,2,0.55,3.5,1,NA,"BotL","violation",NA,300,0,"win",1,3,97,48,0,NA,4.64722,0,1,0,97,NA,212189,2176,"2021-03-30 06:25:42.8773",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26199931,2,0.55,3.5,1,NA,"BotL","violation",NA,300,0,"win",1,3,98,48,0,NA,4.77918,0,1,0,98,NA,212189,2176,"2021-03-30 06:30:51.0202",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26200001,2,0.55,3.5,1,NA,"BotL","surebet",0.515423,92.1884,42,"win",1,3,99,48,0,1,6.89251,0,0,42,99,0.515423,212189,2176,"2021-03-30 06:32:44.7053",1,8.89258,3,"all","bilateral FOF","36mW in machine"
26200011,32,0.55,3.5,1,"BotR","BotL","lottery",0.438204,0.881238,384,"win",2,3,100,48,0,1,5.30931,0,0,384,100,0.438204,212189,2176,"2021-03-30 06:33:00.4613",1,7.30941,3,"all","bilateral FOF","36mW in machine"
26200049,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.481176,37.2529,42,"win",3,3,101,48,0,1,6.41988,1,0,42,101,0.481176,212189,2176,"2021-03-30 06:34:01.4295",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26200059,8,0.55,3.5,1,"BotR","BotL","lottery",0.691871,0.680756,0,"lose",4,3,102,48,0,1,5.29425,0,0,0,102,0.691871,212189,2176,"2021-03-30 06:34:15.8903",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26200073,4,0.55,3.5,1,"BotR","BotL","lottery",0.312066,0.397645,48,"win",5,3,103,48,0,1,4.0228,0,0,48,103,0.312066,212189,2176,"2021-03-30 06:34:27.9715",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26200103,4,0.55,3.5,1,"BotR",NA,"lottery",0.387563,19.5644,48,"win",6,3,104,48,0,1,6.6013,0,0,48,104,0.387563,212189,2176,"2021-03-30 06:35:03.1180",1,8.60133,3,"all","bilateral FOF","36mW in machine"
26200141,32,0.55,3.5,1,NA,"BotL","surebet",3.16108,25.9379,42,"lose",7,3,105,48,0,8,6.20656,0,0,42,105,3.16108,212189,2176,"2021-03-30 06:35:43.5542",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26200157,2,0.55,3.5,1,"BotR","BotL","surebet",0.325072,0.319997,42,"win",8,3,106,48,0,1,6.8428,0,0,42,106,0.325072,212189,2176,"2021-03-30 06:35:58.5002",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26200171,0.5,0.55,3.5,1,"BotR","BotL","surebet",0.292889,0.692943,42,"lose",9,3,107,48,0,1,5.19128,1,0,42,107,0.292889,212189,2176,"2021-03-30 06:36:18.9236",1,12.3795,3,"all","bilateral FOF","36mW in machine"
26200189,4,0.55,3.5,1,"BotR","BotL","lottery",0.389749,6.65801,0,"lose",10,3,108,48,0,1,5.65627,0,0,0,108,0.389749,212189,2176,"2021-03-30 06:36:38.7099",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26200215,16,0.55,3.5,1,"BotR","BotL","lottery",0.586443,24.9432,192,"win",11,3,109,48,0,2,6.40386,0,0,192,109,0.586443,212189,2176,"2021-03-30 06:37:17.8373",0,NA,NA,NA,"bilateral FOF","36mW in machine"
26200227,16,0.55,3.5,1,"BotR","BotL","lottery",0.596625,0.743324,0,"lose",12,3,110,48,0,1,6.02002,1,0,0,110,0.596625,212189,2176,"2021-03-30 06:37:34.7833",0,NA,NA,NA,"bilateral FOF","36mW in machine"
