"","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","infusion_sessid","region","volume","concentration","drug","cntrl"
"550",24185031,0,0.5,0.447916656732559,1,"BotR","BotL","surebet",0.66642302274704,11.1728506088257,5.375,"win",53,1,53,60,0,1,6.23219394683838,0,0,5.375,53,0.66642302274704,197161,2155,2021-01-20 06:10:19,197375,"Right PPC",0.3,2,"muscimol",1
"551",24185053,0,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.59198397397995,1.24230301380157,0,"win",54,1,54,60,0,0,7.08989238739014,0,0,0,54,0.59198397397995,197161,2155,2021-01-20 06:10:33,197375,"Right PPC",0.3,2,"muscimol",1
"552",24185073,0,0.5,0.447916656732559,1,NA,NA,"left",0.990912020206451,0.825335025787354,36,"lose",55,1,55,60,0,2,7.3709135055542,1,0,36,55,0.990912020206451,197161,2155,2021-01-20 06:10:48,197375,"Right PPC",0.3,2,"muscimol",1
"553",24185091,32,0.5,0.447916656732559,1,NA,NA,"right",0.699482023715973,0.514735996723175,36,"lose",56,1,56,60,0,0,8.80685138702393,0,0,36,56,0.699482023715973,197161,2155,2021-01-20 06:11:02,197375,"Right PPC",0.3,2,"muscimol",1
"554",24185113,4,0.5,0.447916656732559,1,"BotR",NA,"lottery",0.533942997455597,0.515509009361267,48,"win",57,1,57,60,0,0,8.56241607666016,0,0,48,57,0.533942997455597,197161,2155,2021-01-20 06:11:17,197375,"Right PPC",0.3,2,"muscimol",1
"555",24185131,2,0.5,0.447916656732559,1,"BotR","BotL","surebet",0.524187982082367,0.54092001914978,5.375,"lose",58,1,58,60,0,1,7.0670018196106,0,0,5.375,58,0.524187982082367,197161,2155,2021-01-20 06:11:30,197375,"Right PPC",0.3,2,"muscimol",1
"556",24185157,16,0.5,0.447916656732559,1,NA,"BotL","surebet",3.09509301185608,0.587886989116669,5.375,"win",59,1,59,60,0,5,8.3784008026123,0,0,5.375,59,3.09509301185608,197161,2155,2021-01-20 06:11:47,197375,"Right PPC",0.3,2,"muscimol",1
"557",24185177,4,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.533071994781494,0.723213016986847,0,"lose",60,1,60,60,0,0,5.70030641555786,0,0,0,60,0.533071994781494,197161,2155,2021-01-20 06:12:00,197375,"Right PPC",0.3,2,"muscimol",1
"558",24185197,8,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.544148981571198,2.6506199836731,96,"win",1,2,61,60,0,0,5.44104671478271,0,0,96,61,0.544148981571198,197161,2155,2021-01-20 06:12:13,197375,"Right PPC",0.3,2,"muscimol",1
"559",24185217,32,0.5,0.447916656732559,1,NA,"BotL","surebet",7.92114686965942,0.89996999502182,5.375,"lose",2,2,62,60,0,8,7.38173818588257,0,0,5.375,62,7.92114686965942,197161,2155,2021-01-20 06:12:34,197375,"Right PPC",0.3,2,"muscimol",1
"560",24185241,8,0.5,0.447916656732559,1,"BotR","BotL","surebet",0.548647999763489,0.507705986499786,5.375,"win",3,2,63,60,0,0,6.57042264938354,0,0,5.375,63,0.548647999763489,197161,2155,2021-01-20 06:12:48,197375,"Right PPC",0.3,2,"muscimol",1
"561",24185259,16,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.508373975753784,0.551385998725891,0,"lose",4,2,64,60,0,0,6.45608377456665,0,0,0,64,0.508373975753784,197161,2155,2021-01-20 06:13:02,197375,"Right PPC",0.3,2,"muscimol",1
"562",24185279,0,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.567130982875824,4.53342914581299,0,"win",5,2,65,60,0,0,6.55471897125244,0,0,0,65,0.567130982875824,197161,2155,2021-01-20 06:13:18,197375,"Right PPC",0.3,2,"muscimol",1
"563",24185307,4,0.5,0.447916656732559,1,"BotR",NA,"lottery",0.394389003515244,4.52280902862549,0,"lose",6,2,66,60,0,0,6.16910886764526,0,0,0,66,0.394389003515244,197161,2155,2021-01-20 06:13:35,197375,"Right PPC",0.3,2,"muscimol",1
"564",24185341,16,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.679105997085571,5.5291051864624,192,"win",7,2,67,60,0,0,8.29166412353516,0,0,192,67,0.679105997085571,197161,2155,2021-01-20 06:13:56,197375,"Right PPC",0.3,2,"muscimol",1
"565",24185367,4,0.5,0.447916656732559,1,"BotR","BotL","surebet",0.788899004459381,0.631976008415222,5.375,"win",8,2,68,60,0,0,6.86553192138672,0,0,5.375,68,0.788899004459381,197161,2155,2021-01-20 06:14:08,197375,"Right PPC",0.3,2,"muscimol",1
"566",24185397,16,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.557971000671387,0.527014970779419,0,"lose",9,2,69,60,0,0,5.40433359146118,2,0,0,69,0.557971000671387,197161,2155,2021-01-20 06:14:22,197375,"Right PPC",0.3,2,"muscimol",1
"567",24185423,2,0.5,0.447916656732559,1,NA,"BotL","surebet",2.03806304931641,0.610720992088318,5.375,"win",10,2,70,60,0,3,6.32079744338989,0,0,5.375,70,2.03806304931641,197161,2155,2021-01-20 06:14:35,197375,"Right PPC",0.3,2,"muscimol",1
"568",24185447,2,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.445385992527008,0.563121020793915,24,"win",11,2,71,60,0,0,5.77389144897461,1,0,24,71,0.445385992527008,197161,2155,2021-01-20 06:14:47,197375,"Right PPC",0.3,2,"muscimol",1
"569",24185475,4,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.567467987537384,0.560100018978119,48,"win",12,2,72,60,0,0,7.05858087539673,0,0,48,72,0.567467987537384,197161,2155,2021-01-20 06:15:00,197375,"Right PPC",0.3,2,"muscimol",1
"570",24185493,2,0.5,0.447916656732559,1,"BotR",NA,"lottery",0.564827024936676,0.460476011037827,24,"win",13,2,73,60,0,0,5.442702293396,0,0,24,73,0.564827024936676,197161,2155,2021-01-20 06:15:11,197375,"Right PPC",0.3,2,"muscimol",1
"571",24185521,2,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.599457025527954,0.628612995147705,24,"win",14,2,74,60,0,0,8.3834810256958,0,0,24,74,0.599457025527954,197161,2155,2021-01-20 06:15:25,197375,"Right PPC",0.3,2,"muscimol",1
"572",24185549,32,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.522581994533539,0.683661997318268,384,"win",15,2,75,60,0,0,7.68315315246582,0,0,384,75,0.522581994533539,197161,2155,2021-01-20 06:15:40,197375,"Right PPC",0.3,2,"muscimol",1
"573",24185589,4,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.611227989196777,10.0957660675049,48,"win",16,2,76,60,0,0,7.99709367752075,0,0,48,76,0.611227989196777,197161,2155,2021-01-20 06:16:03,197375,"Right PPC",0.3,2,"muscimol",1
"574",24185609,2,0.5,0.447916656732559,1,NA,NA,"right",0.484138011932373,0.57166600227356,36,"lose",17,2,77,60,0,0,8.18943500518799,0,0,36,77,0.484138011932373,197161,2155,2021-01-20 06:16:17,197375,"Right PPC",0.3,2,"muscimol",1
"575",24185625,16,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.43138799071312,0.553076982498169,192,"win",18,2,78,60,0,0,5.2700080871582,0,0,192,78,0.43138799071312,197161,2155,2021-01-20 06:16:28,197375,"Right PPC",0.3,2,"muscimol",1
"576",24185643,32,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.55715000629425,0.563323020935059,384,"win",19,2,79,60,0,0,8.19493579864502,0,0,384,79,0.55715000629425,197161,2155,2021-01-20 06:16:44,197375,"Right PPC",0.3,2,"muscimol",1
"577",24185679,32,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.488651990890503,14.7299604415894,384,"win",20,2,80,60,0,0,5.30891513824463,0,0,384,80,0.488651990890503,197161,2155,2021-01-20 06:17:10,197375,"Right PPC",0.3,2,"muscimol",1
"578",24185711,16,0.5,0.447916656732559,1,"BotR",NA,"lottery",1.06173503398895,8.31732082366943,0,"lose",21,2,81,60,0,2,5.89615774154663,0,0,0,81,1.06173503398895,197161,2155,2021-01-20 06:17:31,197375,"Right PPC",0.3,2,"muscimol",1
"579",24185739,0,0.5,0.447916656732559,1,"BotR",NA,"lottery",1.28845202922821,1.51274502277374,0,"win",22,2,82,60,0,1,7.88614749908447,0,0,0,82,1.28845202922821,197161,2155,2021-01-20 06:17:47,197375,"Right PPC",0.3,2,"muscimol",1
"580",24185829,8,0.5,0.447916656732559,1,NA,"BotL","surebet",2.70818710327148,69.676872253418,5.375,"win",23,2,83,60,0,4,8.22110748291016,0,0,5.375,83,2.70818710327148,197161,2155,2021-01-20 06:19:12,197375,"Right PPC",0.3,2,"muscimol",1
"581",24185873,16,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.556577980518341,32.9774322509766,192,"win",24,2,84,60,0,1,6.56751251220703,0,0,192,84,0.556577980518341,197161,2155,2021-01-20 06:19:59,197375,"Right PPC",0.3,2,"muscimol",1
"582",24185899,0,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.467994004487991,1.80777502059937,0,"lose",25,2,85,60,0,0,5.54936265945435,2,0,0,85,0.467994004487991,197161,2155,2021-01-20 06:20:16,197375,"Right PPC",0.3,2,"muscimol",1
"583",24185921,0,0.5,0.447916656732559,1,NA,NA,"right",2.38491201400757,3.42347598075867,36,"win",26,2,86,60,0,2,5.55334806442261,0,0,36,86,2.38491201400757,197161,2155,2021-01-20 06:20:32,197375,"Right PPC",0.3,2,"muscimol",1
"584",24185943,0,0.5,0.447916656732559,1,"BotR","BotL","lottery",2.64828705787659,0.661536991596222,0,"lose",27,2,87,60,0,1,5.03955173492432,0,0,0,87,2.64828705787659,197161,2155,2021-01-20 06:20:47,197375,"Right PPC",0.3,2,"muscimol",1
"585",24186093,32,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.393256992101669,101.928169250488,384,"win",28,2,88,60,0,0,5.71953439712524,0,0,384,88,0.393256992101669,197161,2155,2021-01-20 06:22:41,197375,"Right PPC",0.3,2,"muscimol",1
"586",24186119,0,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.910739004611969,14.4688968658447,0,"win",29,2,89,60,0,2,5.79798460006714,0,0,0,89,0.910739004611969,197161,2155,2021-01-20 06:23:08,197375,"Right PPC",0.3,2,"muscimol",1
"587",24186135,2,0.5,0.447916656732559,1,"BotR","BotL","surebet",0.464800000190735,2.74238109588623,5.375,"win",30,2,90,60,0,0,5.75159740447998,0,0,5.375,90,0.464800000190735,197161,2155,2021-01-20 06:23:22,197375,"Right PPC",0.3,2,"muscimol",1
"588",24186439,8,0.5,0.447916656732559,1,"BotR","BotL","violation",NA,300.000030517578,0,"win",31,2,91,60,0,NA,8.84074592590332,0,1,0,91,NA,197161,2155,2021-01-20 06:28:34,197375,"Right PPC",0.3,2,"muscimol",1
"589",24186657,8,0.5,0.447916656732559,1,"BotR","BotL","violation",NA,300.000030517578,0,"win",31,2,92,60,0,NA,6.72517061233521,0,1,0,92,NA,197161,2155,2021-01-20 06:33:44,197375,"Right PPC",0.3,2,"muscimol",1
"590",24186959,8,0.5,0.447916656732559,1,"BotR","BotL","violation",NA,300.000030517578,0,"win",31,2,93,60,0,NA,8.60432052612305,0,1,0,93,NA,197161,2155,2021-01-20 06:38:56,197375,"Right PPC",0.3,2,"muscimol",1
"591",24186973,8,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.604254007339478,13.2682151794434,96,"win",31,2,94,60,0,0,6.07890367507935,0,0,96,94,0.604254007339478,197161,2155,2021-01-20 06:39:22,197375,"Right PPC",0.3,2,"muscimol",1
"592",24186979,2,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.472359001636505,1.54897403717041,24,"win",32,2,95,60,0,0,5.36852264404297,0,0,24,95,0.472359001636505,197161,2155,2021-01-20 06:39:35,197375,"Right PPC",0.3,2,"muscimol",1
"593",24186989,32,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.417490005493164,1.4040379524231,384,"win",33,2,96,60,0,0,7.82032299041748,0,0,384,96,0.417490005493164,197161,2155,2021-01-20 06:39:51,197375,"Right PPC",0.3,2,"muscimol",1
"594",24187003,16,0.5,0.447916656732559,1,NA,NA,"right",0.589241981506348,12.4228296279907,36,"lose",34,2,97,60,0,1,6.22426986694336,0,0,36,97,0.589241981506348,197161,2155,2021-01-20 06:40:15,197375,"Right PPC",0.3,2,"muscimol",1
"595",24187013,8,0.5,0.447916656732559,1,"BotR",NA,"lottery",0.426140010356903,0.857631981372833,0,"lose",35,2,98,60,0,0,5.86984205245972,0,0,0,98,0.426140010356903,197161,2155,2021-01-20 06:40:28,197375,"Right PPC",0.3,2,"muscimol",1
"596",24187025,32,0.5,0.447916656732559,1,NA,NA,"right",1.7063809633255,0.884306013584137,36,"lose",36,2,99,60,0,2,5.61222791671753,0,0,36,99,1.7063809633255,197161,2155,2021-01-20 06:40:41,197375,"Right PPC",0.3,2,"muscimol",1
"597",24187043,8,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.419874012470245,1.42835402488708,96,"win",37,2,100,60,0,0,7.42655467987061,0,0,96,100,0.419874012470245,197161,2155,2021-01-20 06:40:58,197375,"Right PPC",0.3,2,"muscimol",1
"598",24187061,4,0.5,0.447916656732559,1,NA,"BotL","surebet",4.66404581069946,0.72766900062561,5.375,"lose",38,2,101,60,0,6,8.96279335021973,0,0,5.375,101,4.66404581069946,197161,2155,2021-01-20 06:41:16,197375,"Right PPC",0.3,2,"muscimol",1
"599",24187077,32,0.5,0.447916656732559,1,"BotR","BotL","lottery",0.521566987037659,0.678382992744446,0,"lose",39,2,102,60,0,0,5.39817953109741,0,0,0,102,0.521566987037659,197161,2155,2021-01-20 06:41:29,197375,"Right PPC",0.3,2,"muscimol",1
"600",24187101,8,0.5,0.447916656732559,1,"BotR","BotL","surebet",0.538855016231537,5.31873607635498,5.375,"lose",40,2,103,60,1,0,6.62301206588745,0,0,5.375,103,0.538855016231537,197161,2155,2021-01-20 06:41:46,197375,"Right PPC",0.3,2,"muscimol",1
"601",24187113,4,0.5,0.447916656732559,1,"BotR","BotL","surebet",0.654470980167389,0.467774987220764,5.375,"lose",41,2,104,60,0,0,8.95865345001221,0,0,5.375,104,0.654470980167389,197161,2155,2021-01-20 06:42:00,197375,"Right PPC",0.3,2,"muscimol",1
"602",24187125,2,0.5,0.447916656732559,1,NA,NA,"right",0.704603016376495,1.51471996307373,36,"win",42,2,105,60,0,0,8.10338878631592,0,0,36,105,0.704603016376495,197161,2155,2021-01-20 06:42:15,197375,"Right PPC",0.3,2,"muscimol",1
"603",24187139,8,0.5,0.447916656732559,1,NA,NA,"right",0.47155299782753,0.656077027320862,36,"win",43,2,106,60,0,1,7.31526517868042,0,0,36,106,0.47155299782753,197161,2155,2021-01-20 06:42:32,197375,"Right PPC",0.3,2,"muscimol",1
"604",24187149,32,0.5,0.447916656732559,1,"BotR",NA,"lottery",0.502380013465881,0.532287001609802,0,"lose",44,2,107,60,0,0,8.30234432220459,0,0,0,107,0.502380013465881,197161,2155,2021-01-20 06:42:47,197375,"Right PPC",0.3,2,"muscimol",1
"605",24187345,4,0.5,0.447916656732559,1,NA,NA,"violation",NA,300.000030517578,0,"win",45,2,108,60,0,NA,5.88386106491089,0,1,0,108,NA,197161,2155,2021-01-20 06:47:56,197375,"Right PPC",0.3,2,"muscimol",1
"606",24187587,0,0.5,0.447916656732559,1,"BotR","BotL","violation",NA,300.000061035156,0,"win",46,2,109,60,0,NA,7.30795335769653,0,1,0,109,NA,197161,2155,2021-01-20 06:53:07,197375,"Right PPC",0.3,2,"muscimol",1
"607",24187809,0,0.5,0.447916656732559,1,"BotR","BotL","violation",NA,300.000061035156,0,"lose",46,2,110,60,0,NA,8.58034706115723,0,1,0,110,NA,197161,2155,2021-01-20 06:58:19,197375,"Right PPC",0.3,2,"muscimol",1
"608",24187973,0,0.5,0.447916656732559,1,"BotR","BotL","violation",NA,300.000030517578,0,"lose",46,2,111,60,0,NA,7.35056638717651,0,1,0,111,NA,197161,2155,2021-01-20 07:03:29,197375,"Right PPC",0.3,2,"muscimol",1
"609",24188137,0,0.5,0.447916656732559,1,"BotR","BotL","violation",NA,300.000030517578,0,"win",46,2,112,60,0,NA,7.15253353118896,0,1,0,112,NA,197161,2155,2021-01-20 07:08:40,197375,"Right PPC",0.3,2,"muscimol",1
"610",24188315,0,0.5,0.447916656732559,1,"BotR","BotL","violation",NA,NA,0,"win",46,2,113,60,NA,NA,8.91450595855713,0,0,0,113,NA,197161,2155,2021-01-20 07:15:21,197375,"Right PPC",0.3,2,"muscimol",1
"611",24188375,0,0.5,0.447916656732559,1,"BotR","BotL","surebet",0.980955004692078,181.06413269043,5.375,"lose",46,2,114,60,0,2,7.34707260131836,0,0,5.375,114,0.980955004692078,197161,2155,2021-01-20 07:18:37,197375,"Right PPC",0.3,2,"muscimol",1
"612",24188387,8,0.5,0.447916656732559,1,NA,NA,"right",1.11649203300476,0.373959004878998,36,"lose",47,2,115,60,0,0,7.16023778915405,1,0,36,115,1.11649203300476,197161,2155,2021-01-20 07:18:50,197375,"Right PPC",0.3,2,"muscimol",1
"613",24183759,0,0.5,10.8812503814697,1,NA,"BotL","surebet",0.268757998943329,18.4788379669189,130.574996948242,"lose",1,1,1,60,0,0,1,0,0,130.574996948242,1,0.268757998943329,197159,2156,2021-01-20 05:53:03,197379,"Right PPC",0.3,2,"muscimol",1
"614",24183775,0,0.5,10.8812503814697,1,NA,"BotL","surebet",0.416765987873077,0.830238997936249,130.574996948242,"win",2,1,2,60,0,1,7.232102394104,0,0,130.574996948242,2,0.416765987873077,197159,2156,2021-01-20 05:53:18,197379,"Right PPC",0.3,2,"muscimol",1
"615",24183787,0,0.5,10.8812503814697,1,NA,"BotL","surebet",0.318679988384247,6.63645076751709,130.574996948242,"win",3,1,3,60,0,1,5.13963174819946,0,0,130.574996948242,3,0.318679988384247,197159,2156,2021-01-20 05:53:38,197379,"Right PPC",0.3,2,"muscimol",1
"616",24183801,32,0.5,10.8812503814697,1,NA,"BotL","surebet",0.532660007476807,0.444319993257523,130.574996948242,"lose",4,1,4,60,0,1,7.98596048355103,0,0,130.574996948242,4,0.532660007476807,197159,2156,2021-01-20 05:53:54,197379,"Right PPC",0.3,2,"muscimol",1
"617",24183811,2,0.5,10.8812503814697,1,NA,NA,"left",0.291170001029968,0.845004975795746,36,"win",5,1,5,60,0,1,8.89039707183838,0,0,36,5,0.291170001029968,197159,2156,2021-01-20 05:54:10,197379,"Right PPC",0.3,2,"muscimol",1
"618",24183823,8,0.5,10.8812503814697,1,NA,"BotL","surebet",0.66042697429657,0.809875011444092,130.574996948242,"win",6,1,6,60,0,0,5.82701444625854,1,0,130.574996948242,6,0.66042697429657,197159,2156,2021-01-20 05:54:27,197379,"Right PPC",0.3,2,"muscimol",1
"619",24183839,16,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.299542009830475,0.635218977928162,130.574996948242,"lose",7,1,7,60,0,0,7.97559881210327,0,0,130.574996948242,7,0.299542009830475,197159,2156,2021-01-20 05:54:44,197379,"Right PPC",0.3,2,"muscimol",1
"620",24183847,0,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.42271900177002,1.01097500324249,130.574996948242,"win",8,1,8,60,0,1,5.17790126800537,0,0,130.574996948242,8,0.42271900177002,197159,2156,2021-01-20 05:54:57,197379,"Right PPC",0.3,2,"muscimol",1
"621",24183865,16,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.274408012628555,0.462451994419098,130.574996948242,"win",9,1,9,60,0,0,8.29370307922363,0,0,130.574996948242,9,0.274408012628555,197159,2156,2021-01-20 05:55:14,197379,"Right PPC",0.3,2,"muscimol",1
"622",24183883,2,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.712105989456177,0.308391004800797,130.574996948242,"lose",10,1,10,60,0,1,7.84174346923828,0,0,130.574996948242,10,0.712105989456177,197159,2156,2021-01-20 05:55:30,197379,"Right PPC",0.3,2,"muscimol",1
"623",24183891,32,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.310676008462906,0.370072990655899,130.574996948242,"lose",11,1,11,60,0,0,6.89350557327271,0,0,130.574996948242,11,0.310676008462906,197159,2156,2021-01-20 05:55:44,197379,"Right PPC",0.3,2,"muscimol",1
"624",24183903,16,0.5,10.8812503814697,1,NA,NA,"left",0.343921005725861,0.369293987751007,36,"win",12,1,12,60,0,1,8.63599395751953,0,0,36,12,0.343921005725861,197159,2156,2021-01-20 05:56:00,197379,"Right PPC",0.3,2,"muscimol",1
"625",24183917,4,0.5,10.8812503814697,1,NA,NA,"left",0.310225009918213,0.266730010509491,36,"win",13,1,13,60,0,0,7.23437881469727,1,0,36,13,0.310225009918213,197159,2156,2021-01-20 05:56:15,197379,"Right PPC",0.3,2,"muscimol",1
"626",24183931,32,0.5,10.8812503814697,1,NA,NA,"left",0.338896006345749,2.58435988426208,36,"lose",14,1,14,60,0,1,8.04916095733643,1,0,36,14,0.338896006345749,197159,2156,2021-01-20 05:56:34,197379,"Right PPC",0.3,2,"muscimol",1
"627",24183945,0,0.5,10.8812503814697,1,NA,NA,"left",0.315465003252029,0.581044971942902,36,"win",15,1,15,60,0,1,5.73333597183228,0,0,36,15,0.315465003252029,197159,2156,2021-01-20 05:56:46,197379,"Right PPC",0.3,2,"muscimol",1
"628",24183961,2,0.5,10.8812503814697,1,NA,"BotL","surebet",0.316175997257233,4.56851482391357,130.574996948242,"lose",16,1,16,60,0,1,6.95735836029053,0,0,130.574996948242,16,0.316175997257233,197159,2156,2021-01-20 05:57:05,197379,"Right PPC",0.3,2,"muscimol",1
"629",24183971,8,0.5,10.8812503814697,1,"BotR",NA,"lottery",1.12266099452972,0.473663985729218,96,"win",17,1,17,60,0,3,7.55841255187988,0,0,96,17,1.12266099452972,197159,2156,2021-01-20 05:57:21,197379,"Right PPC",0.3,2,"muscimol",1
"630",24183983,2,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.574284970760345,0.341645002365112,130.574996948242,"win",18,1,18,60,0,1,7.22407579421997,0,0,130.574996948242,18,0.574284970760345,197159,2156,2021-01-20 05:57:37,197379,"Right PPC",0.3,2,"muscimol",1
"631",24183999,2,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.269699990749359,1.7233749628067,130.574996948242,"lose",19,1,19,60,0,1,8.37503528594971,1,0,130.574996948242,19,0.269699990749359,197159,2156,2021-01-20 05:57:56,197379,"Right PPC",0.3,2,"muscimol",1
"632",24184019,0,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.252939999103546,0.370339006185532,130.574996948242,"win",20,1,20,60,0,0,6.4680347442627,0,0,130.574996948242,20,0.252939999103546,197159,2156,2021-01-20 05:58:10,197379,"Right PPC",0.3,2,"muscimol",1
"633",24184035,32,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.645229995250702,0.474294006824493,130.574996948242,"lose",21,1,21,60,0,1,6.21976804733276,0,0,130.574996948242,21,0.645229995250702,197159,2156,2021-01-20 05:58:25,197379,"Right PPC",0.3,2,"muscimol",1
"634",24184051,2,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.47027000784874,0.361160010099411,130.574996948242,"lose",22,1,22,60,0,1,5.76349020004272,0,0,130.574996948242,22,0.47027000784874,197159,2156,2021-01-20 05:58:39,197379,"Right PPC",0.3,2,"muscimol",1
"635",24184067,4,0.5,10.8812503814697,1,"BotR",NA,"lottery",0.52395099401474,3.42835998535156,48,"win",23,1,23,60,0,1,7.55454158782959,0,0,48,23,0.52395099401474,197159,2156,2021-01-20 05:58:57,197379,"Right PPC",0.3,2,"muscimol",1
"636",24184079,16,0.5,10.8812503814697,1,"BotR","BotL","lottery",0.380461007356644,0.518181025981903,0,"lose",24,1,24,60,0,1,8.08516788482666,0,0,0,24,0.380461007356644,197159,2156,2021-01-20 05:59:12,197379,"Right PPC",0.3,2,"muscimol",1
"637",24184093,2,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.393334001302719,0.500606000423431,130.574996948242,"win",25,1,25,60,0,1,6.53012466430664,0,0,130.574996948242,25,0.393334001302719,197159,2156,2021-01-20 05:59:27,197379,"Right PPC",0.3,2,"muscimol",1
"638",24184109,2,0.5,10.8812503814697,1,NA,NA,"left",0.598791003227234,0.341850012540817,36,"lose",26,1,26,60,0,1,7.66434526443481,0,0,36,26,0.598791003227234,197159,2156,2021-01-20 05:59:41,197379,"Right PPC",0.3,2,"muscimol",1
"639",24184129,32,0.5,10.8812503814697,1,NA,NA,"left",0.779609024524689,0.421234995126724,36,"win",27,1,27,60,0,2,7.30593490600586,0,0,36,27,0.779609024524689,197159,2156,2021-01-20 05:59:55,197379,"Right PPC",0.3,2,"muscimol",1
"640",24184151,32,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.709450006484985,0.510060012340546,130.574996948242,"lose",28,1,28,60,0,1,7.30560541152954,5,0,130.574996948242,28,0.709450006484985,197159,2156,2021-01-20 06:00:14,197379,"Right PPC",0.3,2,"muscimol",1
"641",24184171,32,0.5,10.8812503814697,1,NA,"BotL","surebet",0.389378994703293,6.10466003417969,130.574996948242,"win",29,1,29,60,0,0,8.24685478210449,0,0,130.574996948242,29,0.389378994703293,197159,2156,2021-01-20 06:00:36,197379,"Right PPC",0.3,2,"muscimol",1
"642",24184191,8,0.5,10.8812503814697,1,NA,NA,"left",0.710942983627319,0.489120006561279,36,"lose",30,1,30,60,0,2,7.76976156234741,0,0,36,30,0.710942983627319,197159,2156,2021-01-20 06:00:51,197379,"Right PPC",0.3,2,"muscimol",1
"643",24184213,32,0.5,10.8812503814697,1,"BotR",NA,"lottery",0.47775399684906,0.270379990339279,384,"win",31,1,31,60,0,1,6.55978107452393,0,0,384,31,0.47775399684906,197159,2156,2021-01-20 06:01:06,197379,"Right PPC",0.3,2,"muscimol",1
"644",24184239,2,0.5,10.8812503814697,1,"BotR",NA,"lottery",0.749379992485046,0.456218987703323,0,"lose",32,1,32,60,0,3,8.59004020690918,1,0,0,32,0.749379992485046,197159,2156,2021-01-20 06:01:28,197379,"Right PPC",0.3,2,"muscimol",1
"645",24184259,4,0.5,10.8812503814697,1,NA,NA,"left",0.973659992218018,0.399673998355865,36,"win",33,1,33,60,0,2,6.46347522735596,0,0,36,33,0.973659992218018,197159,2156,2021-01-20 06:01:43,197379,"Right PPC",0.3,2,"muscimol",1
"646",24184279,8,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.250351995229721,0.405611008405685,130.574996948242,"win",34,1,34,60,0,0,6.15324926376343,0,0,130.574996948242,34,0.250351995229721,197159,2156,2021-01-20 06:01:57,197379,"Right PPC",0.3,2,"muscimol",1
"647",24184305,4,0.5,10.8812503814697,1,NA,"BotL","surebet",0.459681004285812,0.353109002113342,130.574996948242,"win",35,1,35,60,0,1,6.66028070449829,0,0,130.574996948242,35,0.459681004285812,197159,2156,2021-01-20 06:02:11,197379,"Right PPC",0.3,2,"muscimol",1
"648",24184333,4,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.337516009807587,2.08036589622498,130.574996948242,"lose",36,1,36,60,0,1,6.95558834075928,0,0,130.574996948242,36,0.337516009807587,197159,2156,2021-01-20 06:02:28,197379,"Right PPC",0.3,2,"muscimol",1
"649",24184367,4,0.5,10.8812503814697,1,"BotR","BotL","surebet",0.797843992710114,0.552401006221771,130.574996948242,"lose",37,1,37,60,0,1,8.81068801879883,0,0,130.574996948242,37,0.797843992710114,197159,2156,2021-01-20 06:02:45,197379,"Right PPC",0.3,2,"muscimol",1
